"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","12-13","DET","C","L",1989-02-05,23,2007,3,88,38,459.25,0.39,0.52,0.13,1.05,5.62,7.45,8.88,0.59,6.98,5.26,7.91,1.57,2.09,0.52,2.22,4.96,0.52,0.52,0,0,0,18.81,21.69,-2.87
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","13-14","DET","C","L",1989-02-05,24,2007,3,88,65,898.8,0.53,0.33,0.27,1.13,5.21,6.81,7.94,0.45,10.26,7.84,6.6,1.67,1.8,1.2,1.74,4.67,0.4,0.47,0,0,0.07,23.03,21.76,1.27
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","14-15","DET","C","L",1989-02-05,25,2007,3,88,68,790.78,0.23,0.38,0,0.61,5.61,6.68,7.82,0.42,4.05,3.41,6.33,1.82,0.99,0.61,2.05,5.61,0.83,0.38,0,0,-0.46,14.57,13.89,0.68
"Joakim Andersson","JOAKIM.ANDERSSON","8474168","15-16","DET","C","L",1989-02-05,26,2007,3,88,29,261.58,0.23,0.23,0.23,0.69,3.9,5.73,6.88,0.47,5.88,4,8.16,1.15,0,0.23,3.21,4.82,0.69,0.46,0,0,-0.23,7.34,8.72,-1.38
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","07-08","CBJ","C","L",1983-12-05,23,2002,2,41,25,235.83,0.76,0.51,0.51,1.78,6.36,9.67,11.45,0.53,12,7.89,5.5,0.25,0,1.27,2.29,3.82,1.78,0.51,0,0.25,-1.02,0.51,1.27,-0.76
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","08-09","ARI","C","L",1983-12-05,24,2002,2,41,44,653.93,0.83,0.46,0.55,1.84,7.06,9.18,12.2,0.62,11.69,9,6.74,1.38,0.73,0.73,3.21,2.94,1.28,1.19,0,0,-0.09,0.46,0.83,-0.37
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","11-12","COL","C","L",1983-12-05,27,2002,2,41,16,222.68,0.54,0,0.81,1.35,5.93,8.35,13.2,0.54,9.09,6.45,6.52,1.62,0.54,2.43,0.27,2.96,0,0.81,0,0,0.81,0.54,0.81,-0.27
"Joakim Lindstrom","JOAKIM.LINDSTROM","8470152","14-15","STL/TOR","C","L",1983-12-05,30,2002,2,41,53,576.4,0.42,0.31,0.31,1.04,6.35,8.74,12.28,0.48,6.56,4.76,5.51,0.52,1.35,2.08,1.46,6.56,0.62,0.94,0,0,0.31,0.73,1.67,-0.94
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","13-14","CHI","C","L",1992-02-25,21,2010,3,90,16,186.97,0.32,0.64,0,0.96,8.34,11.23,14.76,0.69,3.85,2.86,6.11,2.25,0.64,2.89,5.46,7.7,0.32,0.32,0,0,0,3.21,5.46,-2.25
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","14-15","CHI","C","L",1992-02-25,22,2010,3,90,38,416.8,0,0.14,0.29,0.43,6.05,8.93,12.52,0.51,0,0,5.71,2.45,0.43,1.73,10.51,7.34,0.29,1.01,0,0,0.72,0.29,1.15,-0.86
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","15-16","CAR","C","L",1992-02-25,23,2010,3,90,71,1109.43,0.54,0.43,0.32,1.3,4.38,7.25,9.25,0.55,12.35,7.46,7.59,1.73,1.78,1.41,5.3,6.06,0.32,1.08,0,0,0.76,0.32,0.22,0.11
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","16-17","CAR","C","L",1992-02-25,24,2010,3,90,82,1042.93,0.4,0.12,0.17,0.69,5.98,8.34,10.64,0.59,6.73,4.83,7.08,2.36,1.21,1.55,8.51,6.9,0.35,0.63,0.06,0.06,0.29,0.52,1.15,-0.63
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","17-18","CAR","C","L",1992-02-25,25,2010,3,90,75,792.88,0.15,0.3,0.08,0.53,7.34,10.44,14.23,0.6,2.06,1.45,5.78,3.1,1.51,2.04,8.1,8.32,0.23,0.61,0,0,0.38,2.72,3.1,-0.38
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","18-19","BOS","C","L",1992-02-25,26,2010,3,90,70,943.62,0.45,0.19,0.13,0.76,6.55,8.58,10.3,0.5,6.8,5.19,5.84,3.31,1.21,1.65,5.47,6.29,0.25,0.7,0.06,0.06,0.45,3.05,4.9,-1.84
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","19-20","BOS","C","L",1992-02-25,27,2010,3,90,48,580.6,0.41,0.21,0.1,0.72,5.06,7.03,9.09,0.4,8.16,5.88,5.74,3.2,1.03,1.24,9.4,5.68,0.62,0.21,0.1,0.1,-0.41,0.1,0.62,-0.52
"Joakim Nordstrom","JOAKIM.NORDSTROM","8475807","20-21","CGY","C","L",1992-02-25,28,2010,3,90,44,508.47,0.12,0.12,0.59,0.83,5.43,8.02,9.56,0.54,2.17,1.47,6.75,3.54,1.3,1.18,10.86,4.6,0.35,0.94,0,0,0.59,0.59,1.18,-0.59
"Joakim Nygard","JOAKIM.NYGARD","8481638","19-20","EDM","L","L",1993-01-08,26,2011,NA,NA,33,352.73,0.51,0.51,0.51,1.53,6.63,8.51,9.87,0.79,7.69,6,9.3,1.36,1.7,2.38,3.06,9.02,0.68,1.53,0,0,0.85,0.51,0.51,0
"Joakim Nygard","JOAKIM.NYGARD","8481638","20-21","EDM","L","L",1993-01-08,27,2011,NA,NA,9,82.33,0,0,0,0,4.37,5.1,5.83,0.18,0,0,3.57,0,2.19,2.19,2.92,8.75,1.46,2.92,0,0,1.46,0.73,0,0.73
"Joakim Ryan","JOAKIM.RYAN","8477046","17-18","S.J","D","L",1993-06-17,24,2012,7,198,62,1038.58,0.17,0.12,0.4,0.69,4.56,5.89,9.24,0.2,3.8,2.94,3.37,5.66,0.92,0.81,1.91,5.26,0.23,0.12,0,0,-0.12,0,0,0
"Joakim Ryan","JOAKIM.RYAN","8477046","18-19","S.J","D","L",1993-06-17,25,2012,7,198,44,562.07,0,0,0.75,0.75,3.74,5.12,8.54,0.12,0,0,2.4,4.16,0.96,1.17,4.59,6.3,0.53,0.43,0.11,0.11,-0.11,0,0,0
"Joakim Ryan","JOAKIM.RYAN","8477046","19-20","L.A","D","L",1993-06-17,26,2012,7,198,35,670.02,0.09,0.18,0.18,0.45,4.84,6.54,8.87,0.15,1.85,1.37,2.25,4.12,2.51,0.54,2.15,4.93,0.45,0.09,0,0,-0.36,0,0,0
"Joakim Ryan","JOAKIM.RYAN","8477046","20-21","CAR","D","L",1993-06-17,27,2012,7,198,4,43.4,0,0,0,0,2.76,2.76,5.53,0.08,0,0,3,1.38,0,0,1.38,6.91,0,1.38,0,0,1.38,0,0,0
"Jochen Hecht","JOCHEN.HECHT","8462077","07-08","BUF","C","L",1977-06-21,30,1995,2,49,74,1429.63,0.92,0.59,0.55,2.06,9.53,12.84,15.11,0.83,9.69,7.19,6.47,1.64,1.68,1.47,1.89,2.85,0.8,0.97,0,0,0.17,15.86,21.74,-5.88
"Jochen Hecht","JOCHEN.HECHT","8462077","08-09","BUF","C","L",1977-06-21,31,1995,2,49,70,1216.87,0.59,0.44,0.3,1.33,8.53,10.95,12.87,0.61,6.94,5.41,5.61,1.87,1.82,1.48,1.43,2.81,0.69,0.64,0.05,0.05,-0.05,11.59,14.94,-3.35
"Jochen Hecht","JOCHEN.HECHT","8462077","09-10","BUF","C","L",1977-06-21,32,1995,2,49,79,1358.32,0.93,0.44,0.49,1.86,9.89,12.5,15.02,0.79,9.38,7.42,6.3,1.9,2.16,1.9,2.03,2.74,0.66,0.57,0.04,0.04,-0.09,6.45,7.77,-1.33
"Jochen Hecht","JOCHEN.HECHT","8462077","10-11","BUF","C","L",1977-06-21,33,1995,2,49,67,1144.3,0.63,0.68,0.21,1.52,9.02,12.53,14.52,0.89,6.98,5.02,7.13,1.36,1.36,1.73,1.68,2.73,1.05,0.68,0,0,-0.37,16.46,21.76,-5.3
"Jochen Hecht","JOCHEN.HECHT","8462077","11-12","BUF","C","L",1977-06-21,34,1995,2,49,22,370.27,0.65,0.49,0.16,1.3,6.48,8.91,11.18,0.56,10,7.27,6.31,1.46,2.27,1.78,2.27,1.94,0.49,0.16,0,0,-0.32,22.04,26.58,-4.54
"Jochen Hecht","JOCHEN.HECHT","8462077","12-13","BUF","C","L",1977-06-21,35,1995,2,49,47,643.8,0.47,0.56,0.28,1.3,6.43,8.48,9.97,0.44,7.25,5.49,5.16,2.52,1.21,2.05,2.24,2.8,0.84,0.47,0,0,-0.37,13.7,19.2,-5.5
"Jody Shelley","JODY.SHELLEY","8462535","07-08","CBJ/S.J","L","L",1976-02-07,31,1994,NA,NA,62,363.65,0.16,0.33,0.66,1.15,6.76,8.25,9.57,0.45,2.44,2,5.46,0.82,0.99,0.33,15.34,6.93,3.3,1.48,2.14,2.14,-1.81,0,0.33,-0.33
"Jody Shelley","JODY.SHELLEY","8462535","08-09","S.J","L","L",1976-02-07,32,1994,NA,NA,70,433.17,0.28,0,0.28,0.55,6.09,7.76,8.86,0.58,4.55,3.57,7.5,0.97,2.08,0.97,17.31,9.42,2.49,0.97,2.22,2.22,-1.52,0.42,0.55,-0.14
"Jody Shelley","JODY.SHELLEY","8462535","09-10","NYR/S.J","L","L",1976-02-07,33,1994,NA,NA,56,378.38,0.32,0.95,0.16,1.43,7.61,10.47,11.73,0.66,4.17,3.03,6.33,1.43,0.79,0.63,15.06,10.31,2.38,1.27,2.06,2.22,-0.95,0.32,0.63,-0.32
"Jody Shelley","JODY.SHELLEY","8462535","10-11","PHI","L","L",1976-02-07,34,1994,NA,NA,58,358.52,0.33,0,0.33,0.67,5.19,7.53,8.7,0.33,6.45,4.44,4.4,2.51,1.67,0.84,16.07,9.54,1.84,1.51,2.18,2.01,-0.5,0.33,0.33,0
"Jody Shelley","JODY.SHELLEY","8462535","11-12","PHI","L","L",1976-02-07,35,1994,NA,NA,30,169.63,0,0,0.35,0.35,6.72,9.2,10.61,0.63,0,0,6.81,2.12,0.71,1.41,17.33,8.14,0.71,0.71,2.12,2.12,0,0,0.71,-0.71
"Jody Shelley","JODY.SHELLEY","8462535","12-13","PHI","L","L",1976-02-07,36,1994,NA,NA,1,7.97,0,0,0,0,0,7.53,7.53,0.15,0,0,2,0,0,0,22.58,30.11,0,0,0,0,0,0,0,0
"Joe Callahan","JOE.CALLAHAN","8470086","08-09","NYI","D","R",1982-12-20,25,2002,3,70,18,269.95,0,0,0.44,0.44,1.33,2.67,6.22,0.06,0,0,2.42,4.89,0.44,2.44,8.67,5.78,0.44,0.22,0,0,-0.22,0,0.22,-0.22
"Joe Callahan","JOE.CALLAHAN","8470086","09-10","S.J","D","R",1982-12-20,26,2002,3,70,1,9.57,0,6.27,0,6.27,0,0,0,0,0,0,0,25.08,0,0,6.27,6.27,0,0,0,0,0,0,0,0
"Joe Callahan","JOE.CALLAHAN","8470086","10-11","FLA","D","R",1982-12-20,27,2002,3,70,27,428.73,0,0.14,0,0.14,2.94,4.62,6.44,0.12,0,0,2.61,5.04,0.56,0.14,6.44,6.44,0.84,0.42,0,0,-0.42,0,0,0
"Joe Colborne","JOE.COLBORNE","8474577","10-11","TOR","C","L",1990-01-30,20,2008,1,16,1,18.68,0,3.21,0,3.21,3.21,6.42,6.42,0.42,0,0,6.5,3.21,9.64,3.21,0,0,0,0,0,0,0,9.64,19.27,-9.64
"Joe Colborne","JOE.COLBORNE","8474577","11-12","TOR","C","L",1990-01-30,21,2008,1,16,10,136.88,0.44,0.44,1.32,2.19,3.07,3.51,3.51,0.21,14.29,12.5,6.12,3.51,2.19,1.75,8.77,8.77,0.88,0.88,0,0,0,12.27,21.92,-9.64
"Joe Colborne","JOE.COLBORNE","8474577","12-13","TOR","C","L",1990-01-30,22,2008,1,16,5,45.6,0,0,0,0,5.26,6.58,6.58,0.21,0,0,3.2,0,1.32,2.63,14.47,11.84,1.32,0,0,0,-1.32,19.74,18.42,1.32
"Joe Colborne","JOE.COLBORNE","8474577","13-14","CGY","C","L",1990-01-30,23,2008,1,16,80,1141.33,0.53,0.47,0.47,1.47,4.21,5.94,7.25,0.48,12.5,8.85,8.09,1.73,2,1.58,6.78,5.15,0.89,0.53,0,0,-0.37,11.25,11.93,-0.68
"Joe Colborne","JOE.COLBORNE","8474577","14-15","CGY","C","L",1990-01-30,24,2008,1,16,64,986.9,0.49,0.73,0.49,1.7,4.07,5.9,7.78,0.55,11.94,8.25,9.25,2.13,2.01,1.52,9.61,4.62,1.16,0.67,0.06,0.06,-0.49,10.7,9.73,0.97
"Joe Colborne","JOE.COLBORNE","8474577","15-16","CGY","C","L",1990-01-30,25,2008,1,16,73,1107.08,1.03,0.81,0.54,2.38,5.42,6.99,8.83,0.69,19,14.73,9.81,1.52,1.73,1.46,6.61,5.26,0.6,0.38,0.05,0.05,-0.22,4.61,3.79,0.81
"Joe Colborne","JOE.COLBORNE","8474577","16-17","COL","C","L",1990-01-30,26,2008,1,16,62,663.33,0.36,0.36,0,0.72,4.34,5.79,6.87,0.51,8.33,6.25,8.88,1.27,1.63,0.9,7.78,4.88,1.54,1.36,0,0,-0.18,4.07,6.51,-2.44
"Joe Corvo","JOE.CORVO","8466215","07-08","CAR/OTT","D","R",1977-06-20,30,1997,4,83,74,1379.14,0.57,0.74,0.78,2.09,7.27,9.48,14.92,0.39,7.78,5.96,4.08,1.78,1.44,1.04,1.35,2.83,0.57,0.78,0,0.04,0.26,0,0,0
"Joe Corvo","JOE.CORVO","8466215","08-09","CAR","D","R",1977-06-20,31,1997,4,83,81,1970.25,0.43,0.18,0.55,1.16,6.49,9.29,13.52,0.36,6.57,4.59,3.88,2.71,1.1,1.31,1.25,2.8,0.27,0.43,0,0,0.15,0,0,0
"Joe Corvo","JOE.CORVO","8466215","09-10","CAR/WSH","D","R",1977-06-20,32,1997,4,83,51,1182.63,0.3,0.15,0.41,0.86,4.97,7.31,11.77,0.31,6.12,4.17,4.19,3.3,1.01,1.17,1.72,3.15,0.3,0.36,0,0,0.05,0,0,0
"Joe Corvo","JOE.CORVO","8466215","10-11","CAR","D","R",1977-06-20,33,1997,4,83,81,2009.9,0.33,0.54,0.33,1.19,5.64,7.67,11.37,0.28,5.82,4.28,3.64,3.46,1.88,1.76,1.58,2.33,0.24,0.45,0,0,0.21,0,0.03,-0.03
"Joe Corvo","JOE.CORVO","8466215","11-12","BOS","D","R",1977-06-20,34,1997,4,83,75,1410.73,0.17,0.55,0.34,1.06,7.15,9.82,14.33,0.33,2.38,1.73,3.35,2.38,1.36,0.6,1.15,2.98,0.17,0.26,0.04,0.04,0.09,0,0,0
"Joe Corvo","JOE.CORVO","8466215","12-13","CAR","D","R",1977-06-20,35,1997,4,83,40,750.38,0.48,0.32,0.56,1.36,5.68,8.08,11.83,0.32,8.45,5.94,3.98,3.04,1.6,1.2,2.16,3.6,0.56,0.32,0,0,-0.24,0,0,0
"Joe Corvo","JOE.CORVO","8466215","13-14","OTT","D","R",1977-06-20,36,1997,4,83,25,438.05,0.41,0.55,0.41,1.37,7.4,10,14.11,0.3,5.56,4.11,3,3.29,1.64,0.68,2.05,4.52,0.68,0.27,0,0,-0.41,0,0,0
"Joe Dipenta","JOE.DIPENTA","8467387","07-08","ANA","D","R",1979-02-25,28,1998,3,61,23,245.02,0.24,0.24,0.73,1.22,1.22,2.2,3.92,0.06,20,11.11,2.78,1.96,0.49,1.47,2.45,4.9,0.73,1.22,0.49,0.49,0.49,0,0,0
"Joe Finley","JOE.FINLEY","8471701","11-12","BUF","D","L",1987-06-29,24,2005,1,27,5,38.97,0,0,0,0,1.54,3.08,6.16,0.03,0,0,1,0,1.54,0,4.62,6.16,1.54,0,3.08,3.08,-1.54,0,0,0
"Joe Finley","JOE.FINLEY","8471701","12-13","NYI","D","L",1987-06-29,25,2005,1,27,16,191.32,0,0,0.31,0.31,0.63,1.25,4.08,0.03,0,0,2.5,4.7,1.88,0.94,7.53,6.9,1.57,0.63,0.63,0.63,-0.94,0,0.31,-0.31
"Joe Hicketts","JOE.HICKETTS","8478176","17-18","DET","D","L",1996-05-04,21,2014,NA,NA,5,86.73,0,0.69,1.38,2.08,1.38,4.84,10.38,0.1,0,0,2.14,8.3,3.46,0.69,6.23,6.23,0.69,2.08,0,0,1.38,0,0,0
"Joe Hicketts","JOE.HICKETTS","8478176","18-19","DET","D","L",1996-05-04,22,2014,NA,NA,11,204.48,0,0,0,0,4.69,5.87,7.34,0.12,0,0,2,7.92,2.05,0.59,4.99,4.99,0,0.29,0,0,0.29,0,0,0
"Joe Hicketts","JOE.HICKETTS","8478176","19-20","DET","D","L",1996-05-04,23,2014,NA,NA,6,109.65,0,0,1.09,1.09,3.28,4.38,6.57,0.06,0,0,1.38,7.11,1.64,1.09,7.66,6.57,0.55,0,0,0,-0.55,0,0,0
"Joe Jensen","JOE.JENSEN","8470821","07-08","CAR","C","L",1983-02-06,24,2003,8,232,6,38.58,1.56,0,0,1.56,9.33,10.89,10.89,1.18,16.67,14.29,10.86,1.56,0,1.56,4.67,10.89,1.56,1.56,0,0,0,9.33,12.44,-3.11
"Joe Morrow","JOE.MORROW","8476476","14-15","BOS","D","L",1992-12-09,21,2011,1,23,15,250.35,0.24,0,0,0.24,4.79,7.19,11.5,0.18,5,3.33,2.5,5.27,0.72,0.48,4.31,5.03,0.48,0.72,0,0,0.24,0,0,0
"Joe Morrow","JOE.MORROW","8476476","15-16","BOS","D","L",1992-12-09,22,2011,1,23,33,524.97,0.11,0.34,0.34,0.8,5.03,6.06,9.26,0.14,2.27,1.89,2.25,4,0.91,1.03,3.2,5.14,0.23,0.23,0,0,0,0,0,0
"Joe Morrow","JOE.MORROW","8476476","16-17","BOS","D","L",1992-12-09,23,2011,1,23,17,263.93,0,0.23,0,0.23,4.32,6.82,8.87,0.14,0,0,2.03,4.32,1.59,0.23,6.59,6.82,1.14,0.45,0,0,-0.68,0,0,0
"Joe Morrow","JOE.MORROW","8476476","17-18","MTL/WPG","D","L",1992-12-09,24,2011,1,23,56,937.05,0.38,0.13,0.51,1.02,5.31,7.88,11.59,0.22,7.23,4.88,2.74,4.29,3.07,0.83,5.06,3.91,0.83,0.45,0,0,-0.38,0,0,0
"Joe Morrow","JOE.MORROW","8476476","18-19","WPG","D","L",1992-12-09,25,2011,1,23,41,572.33,0.1,0.42,0.21,0.73,4.19,7.55,12.48,0.15,2.5,1.39,1.94,3.88,2.94,0.52,3.88,3.88,0.52,0.31,0.21,0.21,-0.21,0,0,0
"Joe Motzko","JOE.MOTZKO","8470564","07-08","WSH","R","R",1980-03-14,27,1998,NA,NA,8,99.63,1.2,1.2,0,2.41,6.02,7.23,8.43,0.44,20,16.67,6.08,0,4.22,1.81,2.41,5.42,0,0,0,0,0,0,1.81,-1.81
"Joe Motzko","JOE.MOTZKO","8470564","08-09","ATL","R","R",1980-03-14,28,1998,NA,NA,6,69.92,0.86,0,0,0.86,6.86,10.3,12.01,0.96,12.5,8.33,9.33,0.86,0.86,1.72,0.86,3.43,0,1.72,0,0,1.72,0.86,1.72,-0.86
"Joe Pavelski","JOE.PAVELSKI","8470794","07-08","S.J","C","R",1984-07-11,23,2003,7,205,82,1156.33,0.99,0.78,0.31,2.08,10.74,14.01,16.97,1.14,9.18,7.04,8.13,3.06,1.35,1.92,3.48,4.77,0.73,1.56,0,0,0.83,13.75,11.93,1.82
"Joe Pavelski","JOE.PAVELSKI","8470794","08-09","S.J","C","R",1984-07-11,24,2003,7,205,80,1517.08,0.99,0.75,0.59,2.33,10.52,14.16,17.2,1.1,9.4,6.98,7.77,2.93,1.62,2.29,3.24,4.19,0.71,1.31,0,0,0.59,28.36,22.03,6.33
"Joe Pavelski","JOE.PAVELSKI","8470794","09-10","S.J","C","R",1984-07-11,25,2003,7,205,66,1285.95,1.17,0.89,0.33,2.38,10.59,14.28,17.92,1.15,11.01,8.17,8.05,2.8,1.77,1.91,2.66,4.2,0.61,1.03,0,0,0.42,21.88,15.68,6.21
"Joe Pavelski","JOE.PAVELSKI","8470794","10-11","S.J","C","R",1984-07-11,26,2003,7,205,74,1454.37,0.83,1.11,0.78,2.72,11.63,15.02,18.69,1.22,7.09,5.49,8.14,2.76,2.02,2.1,2.52,4.29,0.5,1.07,0,0,0.58,22.86,19.22,3.63
"Joe Pavelski","JOE.PAVELSKI","8470794","11-12","S.J","C","R",1984-07-11,27,2003,7,205,82,1690.32,1.1,0.71,0.35,2.17,9.55,13.99,17.85,1.1,11.52,7.87,7.9,2.98,2.17,2.59,1.77,3.83,0.46,0.89,0.04,0.04,0.43,18,12.67,5.32
"Joe Pavelski","JOE.PAVELSKI","8470794","12-13","S.J","C","R",1984-07-11,28,2003,7,205,48,907.67,1.06,0.73,0.26,2.05,8.59,12.1,16.06,0.94,12.31,8.74,7.79,2.91,1.85,2.51,3.17,3.44,0.33,0.86,0,0,0.53,22.61,21.02,1.59
"Joe Pavelski","JOE.PAVELSKI","8470794","13-14","S.J","C","R",1984-07-11,29,2003,7,205,82,1627.72,1.51,1.03,0.37,2.91,8.29,13.01,17.03,1.16,18.22,11.61,8.91,2.51,2.1,2.06,1.73,2.65,0.59,0.96,0,0,0.37,24.88,19.57,5.31
"Joe Pavelski","JOE.PAVELSKI","8470794","14-15","S.J","C","R",1984-07-11,30,2003,7,205,82,1650.25,1.35,0.8,0.4,2.55,9.49,13.05,16,1.21,14.18,10.31,9.24,3.13,2.33,2.07,3.53,2.8,0.44,1.02,0.04,0.04,0.58,23.34,18.36,4.98
"Joe Pavelski","JOE.PAVELSKI","8470794","15-16","S.J","C","R",1984-07-11,31,2003,7,205,82,1624.9,1.4,0.89,0.59,2.88,8.27,11.67,14.55,1.1,16.96,12.03,9.46,2.47,3.03,1.7,5.43,3.4,0.55,0.66,0,0,0.11,19.05,15.58,3.47
"Joe Pavelski","JOE.PAVELSKI","8470794","16-17","S.J","C","R",1984-07-11,32,2003,7,205,81,1548.5,1.12,0.89,0.62,2.63,9.03,13.25,16.35,1.31,12.45,8.48,9.87,2.83,3.25,1.28,5.04,2.71,0.66,0.93,0,0,0.27,17.4,15.77,1.63
"Joe Pavelski","JOE.PAVELSKI","8470794","17-18","S.J","C","R",1984-07-11,33,2003,7,205,82,1578.95,0.84,0.99,0.68,2.51,8.51,11.82,14.4,1.02,9.82,7.07,8.62,2.66,2.09,1.67,3.53,3,0.68,0.87,0.04,0.04,0.19,19,15.62,3.38
"Joe Pavelski","JOE.PAVELSKI","8470794","18-19","S.J","C","R",1984-07-11,34,2003,7,205,75,1428.3,1.6,0.71,0.38,2.69,7.9,10.54,12.48,1.16,20.21,15.14,10.97,2.56,1.89,1.72,2.9,2.27,0.46,1.05,0,0,0.59,22.1,19.45,2.65
"Joe Pavelski","JOE.PAVELSKI","8470794","19-20","DAL","C","R",1984-07-11,35,2003,7,205,67,1134.38,0.74,0.37,0.53,1.64,6.61,9.79,12.43,0.92,11.2,7.57,9.36,2.75,1.43,2.01,3.28,2.33,0.63,0.9,0.05,0.05,0.26,18.57,15.92,2.64
"Joe Pavelski","JOE.PAVELSKI","8470794","20-21","DAL","C","R",1984-07-11,36,2003,7,205,56,1065.23,1.41,0.79,0.68,2.87,7.83,11.88,13.63,1.05,17.99,11.85,8.81,2.2,1.13,0.96,3.6,2.53,0.45,0.68,0,0,0.23,20.39,18.81,1.58
"Joe Pavelski","JOE.PAVELSKI","8470794","21-22","DAL","C","R",1984-07-11,37,2003,7,205,52,953.07,1.32,1.51,0.63,3.46,8.88,12.21,14.79,1.14,14.89,10.82,9.3,2.77,1.64,1.2,3.97,1.64,0.31,0.69,0,0,0.38,16.56,13.98,2.58
"Joe Piskula","JOE.PISKULA","8473921","11-12","CGY","D","L",1984-07-05,27,2002,NA,NA,5,54.48,0,0,0,0,2.2,4.41,6.61,0.06,0,0,1.25,5.51,1.1,0,6.61,8.81,1.1,0,0,0,-1.1,0,0,0
"Joe Piskula","JOE.PISKULA","8473921","13-14","NSH","D","L",1984-07-05,29,2002,NA,NA,2,24.35,0,0,0,0,4.93,7.39,9.86,0.15,0,0,2,0,4.93,0,4.93,2.46,0,0,0,0,0,0,0,0
"Joe Piskula","JOE.PISKULA","8473921","14-15","NSH","D","L",1984-07-05,30,2002,NA,NA,1,16.45,0,0,0,0,0,3.65,14.59,0.04,0,0,1,7.29,0,0,0,0,3.65,0,0,0,-3.65,0,0,0
"Joe Sakic","JOE.SAKIC","8451101","07-08","COL","C","L",1969-07-07,38,1987,1,15,44,879.48,0.89,0.96,0.89,2.73,8.46,10.57,14.26,0.75,10.48,8.39,7.09,1.43,2.25,1.64,0.75,1.3,0.68,0.68,0,0,0,20.19,19.78,0.41
"Joe Sakic","JOE.SAKIC","8451101","08-09","COL","C","L",1969-07-07,39,1987,1,15,15,271.7,0.44,0.88,1.32,2.65,10.16,13.03,17.45,0.97,4.35,3.39,7.47,1.1,3.09,2.87,1.55,3.09,0.66,1.1,0,0,0.44,25.84,21.86,3.97
"Joe Snively","JOE.SNIVELY","8481441","21-22","WSH","C","L",1996-01-01,25,2014,NA,NA,12,138.68,1.73,0.87,0.43,3.03,9.09,11.68,15.14,1.17,19.05,14.81,10,1.3,0.43,3.03,0.87,3.89,0.43,0.43,0,0,0,0,0.43,-0.43
"Joe Thornton","JOE.THORNTON","8466138","07-08","S.J","C","L",1979-07-02,28,1997,1,1,82,1752.32,0.99,1.37,0.92,3.29,6.09,7.91,10.55,0.71,16.29,12.55,9.03,1.06,3.53,1.88,2.05,2.16,0.75,1.54,0.03,0.07,0.82,26.88,23.97,2.91
"Joe Thornton","JOE.THORNTON","8466138","08-09","S.J","C","L",1979-07-02,29,1997,1,1,82,1595.92,0.94,1.39,0.9,3.23,5.23,7.22,9.66,0.66,17.99,13.02,9.08,0.9,3.23,2.41,3.05,2.44,0.86,1.54,0.08,0.08,0.68,26.99,21.69,5.3
"Joe Thornton","JOE.THORNTON","8466138","09-10","S.J","C","L",1979-07-02,30,1997,1,1,78,1549.47,0.77,1.67,1.01,3.45,5.42,7.13,8.98,0.71,14.29,10.87,10.02,1.12,3.41,2.75,4.3,2.67,1.01,1.24,0,0,0.23,25.36,21.68,3.68
"Joe Thornton","JOE.THORNTON","8466138","10-11","S.J","C","L",1979-07-02,31,1997,1,1,80,1589.62,0.79,1.25,0.6,2.64,5.62,7.59,9.85,0.75,14.09,10.45,9.9,1.32,3.7,4.3,2.11,2.64,0.6,0.83,0.04,0,0.19,25.48,21.33,4.15
"Joe Thornton","JOE.THORNTON","8466138","11-12","S.J","C","L",1979-07-02,32,1997,1,1,82,1678.48,0.64,1.04,1.07,2.75,5.58,7.47,9.26,0.68,11.54,8.61,9.1,0.93,3.4,3.43,1.5,2.65,0.46,1.07,0.04,0.04,0.61,19.91,15.59,4.33
"Joe Thornton","JOE.THORNTON","8466138","12-13","S.J","C","L",1979-07-02,33,1997,1,1,48,882.15,0.48,1.36,0.88,2.72,5.78,7.41,9.25,0.7,8.24,6.42,9.5,1.43,2.86,2.52,1.56,2.52,0.54,0.48,0.14,0.14,-0.07,27.89,19.79,8.09
"Joe Thornton","JOE.THORNTON","8466138","13-14","S.J","C","L",1979-07-02,34,1997,1,1,82,1552.35,0.43,1.39,1.12,2.94,4.72,6.42,8.74,0.57,9.02,6.63,8.84,1.31,3.71,2.94,2.09,1.39,0.62,0.81,0,0,0.19,23.85,18.63,5.22
