"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Logan O'Connor","LOGAN.O'CONNOR","8481186","19-20","COL","R","R",1996-08-14,23,2014,NA,NA,16,134.88,41.76,53.77,55.23,53.85,46.89,5.07,7.07,68.98,59.3,101.73,82.48,139.7,119.73,5.21,5.9,-2,9.68,19.25,19.97,-0.69,7.35,88.08
"Logan O'Connor","LOGAN.O'CONNOR","8481186","20-21","COL","R","R",1996-08-14,24,2014,NA,NA,22,240.7,56.44,62.13,61.07,58.67,64.95,7.84,6.05,138.13,84.2,188.74,120.33,245.63,173.06,10.82,5.84,1.79,53.93,68.41,72.57,4.98,5.68,92.81
"Logan O'Connor","LOGAN.O'CONNOR","8481186","21-22","COL","R","R",1996-08-14,25,2014,NA,NA,53,788.2,46.4,46.35,45,45.5,42.83,34.3,39.62,359.69,416.42,461.61,564.21,635.98,761.93,31.56,42.13,-5.32,-56.73,-102.6,-125.95,-10.57,9.54,90.49
"Logan Shaw","LOGAN.SHAW","8476400","15-16","FLA","R","R",1992-10-05,22,2011,3,76,53,648.77,46.38,52.07,49.57,49.48,54.86,18.07,20.89,309.16,284.62,415.93,423.12,523.31,534.35,27.15,22.34,-2.82,24.54,-7.19,-11.04,4.81,5.84,92.66
"Logan Shaw","LOGAN.SHAW","8476400","16-17","ANA","R","R",1992-10-05,23,2011,3,76,55,534,45.87,42.42,40.94,40.74,37.11,16.9,19.94,198.83,269.88,284.31,410.22,363.67,529.08,15.45,26.18,-3.04,-71.05,-125.91,-165.41,-10.73,8.5,92.61
"Logan Shaw","LOGAN.SHAW","8476400","17-18","ANA/MTL","R","R",1992-10-05,24,2011,3,76,72,855.45,33.28,41.97,41.47,41,39.19,22.06,44.22,353.14,488.26,497.54,702.1,664.01,955.46,29.54,45.83,-22.16,-135.12,-204.56,-291.45,-16.29,6.25,90.94
"Logan Shaw","LOGAN.SHAW","8476400","19-20","WPG","R","R",1992-10-05,26,2011,3,76,35,238.78,57.28,40.38,39.69,38.28,37.3,5.27,3.93,73.83,109.03,107.39,163.19,142.38,229.53,4.86,8.17,1.34,-35.2,-55.8,-87.15,-3.31,7.14,96.4
"Logan Shaw","LOGAN.SHAW","8476400","21-22","OTT","R","R",1992-10-05,28,2011,3,76,17,159.43,31.98,33.18,35.62,36.44,33.22,6,12.76,61.51,123.85,84.62,152.93,117.7,205.3,4.69,9.43,-6.76,-62.34,-68.31,-87.6,-4.74,9.75,89.7
"Logan Stanley","LOGAN.STANLEY","8479378","20-21","WPG","D","L",1998-05-26,22,2016,1,18,37,489.23,64.93,49.6,51.4,51.01,47.63,26.01,14.05,236.44,240.21,330.52,312.48,425.74,408.85,17.07,18.77,11.96,-3.77,18.04,16.89,-1.7,11,94.15
"Logan Stanley","LOGAN.STANLEY","8479378","21-22","WPG","D","L",1998-05-26,23,2016,1,18,40,618.35,38.99,44.96,44.53,43.53,39.71,20.78,32.51,300.41,367.69,398.82,496.82,512.88,665.47,23.7,35.99,-11.73,-67.28,-98,-152.59,-12.29,6.92,91.16
"Loui Eriksson","LOUI.ERIKSSON","8470626","07-08","DAL","L","L",1985-07-17,22,2003,2,33,69,968,59.19,59.75,59.18,60.02,62.28,50.96,35.13,500.04,336.86,683.49,471.42,887.38,591.11,43.7,26.47,15.83,163.18,212.07,296.27,17.23,10.19,89.57
"Loui Eriksson","LOUI.ERIKSSON","8470626","08-09","DAL","L","L",1985-07-17,23,2003,2,33,82,1624.67,53.67,54.61,54.74,54.52,52.37,89.92,77.61,826.62,687.18,1184.62,979.54,1525.67,1272.61,73.39,66.75,12.31,139.44,205.08,253.06,6.64,10.88,88.71
"Loui Eriksson","LOUI.ERIKSSON","8470626","09-10","DAL","L","L",1985-07-17,24,2003,2,33,81,1601.22,51.77,50.4,51.21,51.49,54.02,99.3,92.52,884.66,870.46,1266.99,1207.08,1663.96,1567.86,88.85,75.63,6.78,14.2,59.91,96.1,13.22,11.22,89.37
"Loui Eriksson","LOUI.ERIKSSON","8470626","10-11","DAL","L","L",1985-07-17,25,2003,2,33,79,1624.95,62.36,51.67,53.32,53.41,55.91,94.67,57.13,843.7,789.21,1247.42,1092.06,1642.03,1432.18,83.75,66.05,37.54,54.49,155.36,209.85,17.7,11.22,92.76
"Loui Eriksson","LOUI.ERIKSSON","8470626","11-12","DAL","L","L",1985-07-17,26,2003,2,33,82,1620.47,58.04,51.37,51.83,51.5,52.33,96.17,69.54,849.51,804.07,1163.2,1080.9,1558.45,1467.63,76.51,69.69,26.63,45.44,82.3,90.82,6.82,11.32,91.35
"Loui Eriksson","LOUI.ERIKSSON","8470626","12-13","DAL","L","L",1985-07-17,27,2003,2,33,48,965.75,51.1,51.99,52.33,53.93,55.53,43.89,42,499.01,460.79,713.39,649.78,984.68,841.26,54.03,43.27,1.89,38.22,63.61,143.42,10.76,8.8,90.89
"Loui Eriksson","LOUI.ERIKSSON","8470626","13-14","BOS","L","L",1985-07-17,28,2003,2,33,61,1008.23,63.95,57.93,59.53,60.71,60.84,57.62,32.48,594.1,431.38,806.77,548.39,1081.13,699.69,50.01,32.19,25.14,162.72,258.38,381.44,17.82,9.7,92.47
"Loui Eriksson","LOUI.ERIKSSON","8470626","14-15","BOS","L","L",1985-07-17,29,2003,2,33,81,1496.63,55.33,56.56,57.49,57.84,58.18,74.93,60.49,847.48,650.85,1215.71,899.09,1629.89,1188.08,79.7,57.29,14.44,196.63,316.62,441.81,22.41,8.84,90.71
"Loui Eriksson","LOUI.ERIKSSON","8470626","15-16","BOS","L","L",1985-07-17,30,2003,2,33,82,1597.5,61.86,57.18,56.44,56.21,55.76,94.59,58.31,972.59,728.38,1325.63,1023.28,1761.42,1372.07,84.53,67.06,36.28,244.21,302.35,389.35,17.47,9.73,91.99
"Loui Eriksson","LOUI.ERIKSSON","8470626","16-17","VAN","L","L",1985-07-17,31,2003,2,33,65,1213.75,46.65,49.2,49.18,50.87,47.06,45.93,52.52,571.15,589.77,797.91,824.56,1099.03,1061.52,52.39,58.93,-6.59,-18.62,-26.65,37.51,-6.54,8.04,91.09
"Loui Eriksson","LOUI.ERIKSSON","8470626","17-18","VAN","L","L",1985-07-17,32,2003,2,33,50,813.47,46.58,47.56,47.49,47.69,49.14,35.97,41.25,414.01,456.41,550.51,608.79,722.08,792.04,36.41,37.69,-5.28,-42.4,-58.28,-69.96,-1.28,8.69,90.96
"Loui Eriksson","LOUI.ERIKSSON","8470626","18-19","VAN","L","L",1985-07-17,33,2003,2,33,81,1139.27,43.17,47.66,47.38,47.69,48.34,38.14,50.2,549.73,603.62,751.01,834.05,983.34,1078.59,49.95,53.37,-12.06,-53.89,-83.04,-95.25,-3.42,6.94,91.68
"Loui Eriksson","LOUI.ERIKSSON","8470626","19-20","VAN","L","L",1985-07-17,34,2003,2,33,49,606.23,42.2,45.42,45.28,46.29,47.55,25.95,35.54,294.16,353.46,389.26,470.37,531.16,616.3,28.4,31.33,-9.59,-59.3,-81.11,-85.14,-2.93,8.82,89.95
"Loui Eriksson","LOUI.ERIKSSON","8470626","20-21","VAN","L","L",1985-07-17,35,2003,2,33,7,67.05,20.4,40.98,34.29,34.44,36.47,1.03,4.02,25.61,36.89,31.66,60.68,40.75,77.58,2.09,3.64,-2.99,-11.28,-29.02,-36.83,-1.55,4.02,89.1
"Loui Eriksson","LOUI.ERIKSSON","8470626","21-22","ARI","L","L",1985-07-17,36,2003,2,33,44,549.4,35.84,41.87,41.48,41.79,40.68,18.67,33.42,226.22,314.04,308.91,435.87,413.37,575.8,18.31,26.7,-14.75,-87.82,-126.96,-162.43,-8.39,8.25,89.36
"Louie Belpedio","LOUIE.BELPEDIO","8478011","17-18","MIN","D","R",1996-05-14,21,2014,3,80,1,15.78,67.51,58.28,51.84,57.72,50,2.14,1.03,7.74,5.54,12.13,11.27,23.06,16.89,0.73,0.73,1.11,2.2,0.86,6.17,0,27.65,81.41
"Louie Belpedio","LOUIE.BELPEDIO","8478011","18-19","MIN","D","R",1996-05-14,22,2014,3,80,2,26.27,51.3,50.27,44.34,43.2,44.62,0.99,0.94,11.96,11.83,14.99,18.82,21,27.61,0.87,1.08,0.05,0.13,-3.83,-6.61,-0.21,8.28,92.05
"Louie Belpedio","LOUIE.BELPEDIO","8478011","20-21","MIN","D","R",1996-05-14,24,2014,3,80,1,13.97,0,29.51,27.58,23.84,7.86,0,1.92,4.74,11.32,6.69,17.57,6.58,21.02,0.11,1.29,-1.92,-6.58,-10.88,-14.44,-1.18,0,83.04
"Louis Leblanc","LOUIS.LEBLANC","8475183","11-12","MTL","C","R",1991-01-26,20,2009,1,18,42,470.32,52.87,47.85,46.12,45.94,47.05,15.92,14.19,199.06,216.91,267.69,312.71,367.27,432.1,14.21,15.99,1.73,-17.85,-45.02,-64.83,-1.78,8,93.46
"Louis Leblanc","LOUIS.LEBLANC","8475183","13-14","MTL","C","R",1991-01-26,22,2009,1,18,8,78.97,64.33,45.84,49.19,44.28,53.86,1.93,1.07,32.14,37.98,45.59,47.1,59.94,75.42,2.37,2.03,0.86,-5.84,-1.51,-15.48,0.34,6,97.18
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","07-08","L.A","D","L",1976-08-11,31,2000,4,118,82,1886.05,53.15,56.2,55.76,55.32,58.85,105.13,92.66,1028.86,801.72,1450.58,1150.78,1853.16,1496.55,108.3,75.73,12.47,227.14,299.8,356.61,32.57,10.22,88.44
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","08-09","EDM","D","L",1976-08-11,32,2000,4,118,50,1150.77,63.92,57.21,57.69,58.38,58.47,65.66,37.06,631.27,472.11,908.81,666.5,1233.49,879.21,62.82,44.62,28.6,159.16,242.31,354.28,18.2,10.4,92.15
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","09-10","ANA/EDM","D","L",1976-08-11,33,2000,4,118,73,1598.93,59.46,56.35,56.76,56.78,57.34,96.3,65.67,900.16,697.24,1273.56,970.18,1687.55,1284.59,86.37,64.25,30.63,202.92,303.38,402.96,22.12,10.7,90.58
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","10-11","ANA","D","L",1976-08-11,34,2000,4,118,81,1967.72,65.71,57.31,56.25,56.1,59.31,145.1,75.72,1148.49,855.51,1595.52,1241.01,2069.43,1619.56,116.18,79.7,69.38,292.98,354.51,449.87,36.48,12.63,91.15
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","11-12","ANA","D","L",1976-08-11,35,2000,4,118,68,1413.6,61.96,56.45,57.14,57.36,58.31,70.28,43.15,754.48,582.13,1080.66,810.45,1462.66,1087.33,72.68,51.97,27.13,172.35,270.21,375.33,20.71,9.32,92.59
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","12-13","NYI","D","L",1976-08-11,36,2000,4,118,35,798.18,66.23,62.55,60.57,60.23,62.34,49.16,25.07,482.04,288.65,628.69,409.24,882.93,583.11,48.97,29.58,24.09,193.39,219.45,299.82,19.39,10.2,91.31
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","13-14","NYI","D","L",1976-08-11,37,2000,4,118,24,492.73,58.94,59.88,58.69,60.72,63.7,26.21,18.26,300.74,201.48,391.3,275.45,568.21,367.65,34.05,19.4,7.95,99.26,115.85,200.56,14.65,8.72,90.94
"Lubomir Visnovsky","LUBOMIR.VISNOVSKY","8468598","14-15","NYI","D","L",1976-08-11,38,2000,4,118,53,1034.95,54.01,59.55,61.33,60.47,63.76,52.52,44.73,611.24,415.2,878.12,553.65,1168.08,763.54,67.11,38.14,7.79,196.04,324.47,404.54,28.97,8.59,89.23
"Luc Bourdon","LUC.BOURDON","8471684","07-08","VAN","D","L",1987-02-16,20,2005,1,10,27,347.62,73.24,48.36,46.04,46.72,48.83,14.07,5.14,144.33,154.12,201.33,235.92,265.63,302.92,11.67,12.23,8.93,-9.79,-34.59,-37.29,-0.56,9.75,96.66
"Luca Caputi","LUCA.CAPUTI","8473997","08-09","PIT","L","L",1988-10-01,19,2007,4,111,5,51.35,40.73,43.29,37.39,41.29,43.77,2,2.91,19.58,25.65,23.25,38.94,36.11,51.35,1.37,1.76,-0.91,-6.07,-15.69,-15.24,-0.39,10.21,88.65
"Luca Caputi","LUCA.CAPUTI","8473997","09-10","PIT/TOR","L","L",1988-10-01,20,2007,4,111,23,325,51.61,52.64,53.33,53.68,54.45,10.76,10.09,186.3,167.63,260.02,227.57,354.84,306.18,15.91,13.31,0.67,18.67,32.45,48.66,2.6,5.78,93.98
"Luca Caputi","LUCA.CAPUTI","8473997","10-11","TOR","L","L",1988-10-01,21,2007,4,111,7,77.48,0,47.58,49.85,52.56,50.6,0,1.93,40,44.07,59.23,59.59,83.29,75.19,2.94,2.87,-1.93,-4.07,-0.36,8.1,0.07,0,95.62
"Luca Sbisa","LUCA.SBISA","8474579","08-09","PHI","D","L",1990-01-30,18,2008,1,19,39,681.57,54.14,48.29,48.8,48.55,48.13,28.86,24.45,314.94,337.27,441.4,463.04,609.34,645.65,24.9,26.84,4.41,-22.33,-21.64,-36.31,-1.94,9.16,92.75
"Luca Sbisa","LUCA.SBISA","8474579","09-10","ANA","D","L",1990-01-30,19,2008,1,19,8,101.03,31.23,36.38,39.61,40.56,33.64,0.94,2.07,35.34,61.81,53.76,81.98,69.54,101.92,2.16,4.26,-1.13,-26.47,-28.22,-32.38,-2.1,2.66,96.65
"Luca Sbisa","LUCA.SBISA","8474579","10-11","ANA","D","L",1990-01-30,20,2008,1,19,68,1142.05,41.86,44.94,44.07,43,45.86,36.74,51.02,510.75,625.68,694.86,881.96,889.63,1179.21,44.79,52.88,-14.28,-114.93,-187.1,-289.58,-8.09,7.19,91.85
"Luca Sbisa","LUCA.SBISA","8474579","11-12","ANA","D","L",1990-01-30,21,2008,1,19,80,1434.35,43.53,44.31,45.22,45.44,43.67,50.46,65.46,584.85,734.95,872.52,1057.16,1171.56,1406.62,53.11,68.5,-15,-150.1,-184.64,-235.06,-15.39,8.63,91.09
"Luca Sbisa","LUCA.SBISA","8474579","12-13","ANA","D","L",1990-01-30,22,2008,1,19,41,813.2,48.79,48.12,45.31,44.52,48.11,34.18,35.87,343.66,370.54,468.17,565.03,627.96,782.66,33.24,35.85,-1.69,-26.88,-96.86,-154.7,-2.61,9.95,90.32
"Luca Sbisa","LUCA.SBISA","8474579","13-14","ANA","D","L",1990-01-30,23,2008,1,19,30,511.7,48.83,45.3,45.66,47.07,47.62,19.17,20.09,217.11,262.13,315.96,376.1,435.87,490.07,20.03,22.03,-0.92,-45.02,-60.14,-54.2,-2,8.83,92.34
"Luca Sbisa","LUCA.SBISA","8474579","14-15","VAN","D","L",1990-01-30,24,2008,1,19,76,1427.05,43.27,43.79,42.91,42.6,38.59,59.05,77.41,657.99,844.47,863.97,1149.67,1133.38,1527.05,49.16,78.23,-18.36,-186.48,-285.7,-393.67,-29.07,8.97,90.83
"Luca Sbisa","LUCA.SBISA","8474579","15-16","VAN","D","L",1990-01-30,25,2008,1,19,41,712.38,48.57,41.78,40.5,41.32,37.77,27.3,28.91,292.81,408.08,389.08,571.69,520.45,739.18,22.63,37.29,-1.61,-115.27,-182.61,-218.73,-14.66,9.32,92.92
"Luca Sbisa","LUCA.SBISA","8474579","16-17","VAN","D","L",1990-01-30,26,2008,1,19,82,1555.77,39.13,39.75,39,40.48,38.29,46.79,72.79,588.38,891.67,788.24,1233,1087.8,1599.62,45.31,73.03,-26,-303.29,-444.76,-511.82,-27.72,7.95,91.84
"Luca Sbisa","LUCA.SBISA","8474579","17-18","VGK","D","L",1990-01-30,27,2008,1,19,30,585.62,50.09,40.76,41.66,41.55,43.41,29.88,29.77,272.41,395.84,382.44,535.52,497.18,699.4,25.57,33.34,0.11,-123.43,-153.08,-202.22,-7.77,10.97,92.48
"Luca Sbisa","LUCA.SBISA","8474579","18-19","NYI","D","L",1990-01-30,28,2008,1,19,9,139.22,43.23,45.05,47.03,46.45,41.53,3.86,5.07,64.7,78.91,91.21,102.72,116.91,134.8,5.27,7.42,-1.21,-14.21,-11.51,-17.89,-2.15,5.97,93.57
"Luca Sbisa","LUCA.SBISA","8474579","19-20","WPG","D","L",1990-01-30,29,2008,1,19,44,789.25,42.07,42.28,42.02,42.32,40.81,33.39,45.97,360.18,491.69,478.18,659.79,622.28,848,31.38,45.51,-12.58,-131.51,-181.61,-225.72,-14.13,9.27,90.65
"Luca Sbisa","LUCA.SBISA","8474579","20-21","NSH","D","L",1990-01-30,30,2008,1,19,1,11.97,0,26.73,24.25,26.18,22.94,0,0.93,2.93,8.03,3.87,12.09,7.74,21.82,0.25,0.84,-0.93,-5.1,-8.22,-14.08,-0.59,0,88.42
"Lucas Carlsson","LUCAS.CARLSSON","8479523","19-20","CHI","D","L",1997-07-05,22,2016,4,110,6,84.83,66.37,50.29,49.33,47.71,52.42,6,3.04,46.27,45.74,57.75,59.32,71.7,78.59,3.68,3.34,2.96,0.53,-1.57,-6.89,0.34,12.97,93.35
"Lucas Carlsson","LUCAS.CARLSSON","8479523","20-21","CHI","D","L",1997-07-05,23,2016,4,110,12,156.73,48.71,42.07,41.16,45.13,49.57,4.9,5.16,62.43,85.95,81.75,116.87,118.76,144.38,5.82,5.92,-0.26,-23.52,-35.12,-25.62,-0.1,7.85,94
"Lucas Carlsson","LUCAS.CARLSSON","8479523","21-22","FLA","D","L",1997-07-05,24,2016,4,110,30,366.42,52,54.68,55.24,55.94,55.54,18.87,17.42,234.08,193.99,300.17,243.2,398.35,313.73,20.8,16.65,1.45,40.09,56.97,84.62,4.15,8.06,91.02
"Lucas Johansen","LUCAS.JOHANSEN","8479321","21-22","WSH","D","L",1997-11-16,23,2016,1,28,1,12.3,100,88.04,89.42,82.48,93.98,1.01,0,7.14,0.97,8.2,0.97,9.13,1.94,0.78,0.05,1.01,6.17,7.23,7.19,0.73,14.15,100
"Lucas Lessio","LUCAS.LESSIO","8476451","13-14","ARI","L","L",1993-01-23,20,2011,2,56,3,34.58,0,36.93,43.5,42.17,28.77,0,1.89,16.13,27.55,22.74,29.53,28.21,38.69,1.01,2.5,-1.89,-11.42,-6.79,-10.48,-1.49,0,93.14
"Lucas Lessio","LUCAS.LESSIO","8476451","14-15","ARI","L","L",1993-01-23,21,2011,2,56,26,331.65,28.8,49.82,50.36,48.68,52.43,6.9,17.06,166.62,167.85,224.45,221.25,285.3,300.82,12.83,11.64,-10.16,-1.23,3.2,-15.52,1.19,4.14,89.84
"Lucas Lessio","LUCAS.LESSIO","8476451","15-16","MTL","L","L",1993-01-23,22,2011,2,56,12,125.7,56.45,46.3,46.72,45.35,51.31,3.85,2.97,48.84,56.65,63.32,72.22,94.85,114.28,3.93,3.73,0.88,-7.81,-8.9,-19.43,0.2,7.88,94.76
"Lucas Raymond","LUCAS.RAYMOND","8482078","21-22","DET","L","R",2002-03-28,19,2020,1,4,53,963.03,57.21,54.26,53.56,54.72,52.45,64.43,48.2,556.41,469.1,732.82,635.49,967.39,800.56,58.01,52.6,16.23,87.31,97.33,166.83,5.41,11.58,89.73
"Lucas Wallmark","LUCAS.WALLMARK","8478027","16-17","CAR","C","L",1995-09-05,21,2014,4,97,8,86.9,61.63,54.58,50.84,48.76,52.42,3.02,1.88,42.4,35.29,59.74,57.76,76.86,80.77,4.33,3.93,1.14,7.11,1.98,-3.91,0.4,7.12,94.67
"Lucas Wallmark","LUCAS.WALLMARK","8478027","17-18","CAR","C","L",1995-09-05,22,2014,4,97,11,104.43,24.59,54.42,50.82,51.01,52.49,1.96,6.01,61.56,51.57,76.5,74.04,97.01,93.15,4.54,4.11,-4.05,9.99,2.46,3.86,0.43,3.18,88.35
"Lucas Wallmark","LUCAS.WALLMARK","8478027","18-19","CAR","C","L",1995-09-05,23,2014,4,97,81,1198.05,47.03,55.11,55.56,54.93,59.4,44.28,49.87,680.04,553.96,976.17,780.82,1278.83,1049.15,73.91,50.52,-5.59,126.08,195.35,229.68,23.39,6.51,91
"Lucas Wallmark","LUCAS.WALLMARK","8478027","19-20","CAR/FLA","C","L",1995-09-05,24,2014,4,97,67,855.77,52.13,49.51,50.14,49.98,51.74,38.05,34.94,418.54,426.89,568.65,565.41,766.76,767.27,41.3,38.52,3.11,-8.35,3.24,-0.51,2.78,9.09,91.82
"Lucas Wallmark","LUCAS.WALLMARK","8478027","20-21","CHI/FLA","C","L",1995-09-05,25,2014,4,97,20,227.7,40.9,43.05,43.03,44.4,45.77,7.12,10.29,90.08,119.17,120.17,159.07,157.64,197.43,7.73,9.16,-3.17,-29.09,-38.9,-39.79,-1.43,7.9,91.37
"Lukas Kaspar","LUKAS.KASPAR","8471235","07-08","S.J","L","R",1985-09-23,21,2004,1,22,3,36.73,27.04,63.68,60.92,59.91,48.77,1.06,2.86,28.62,16.32,31.49,20.2,43.07,28.82,1.39,1.46,-1.8,12.3,11.29,14.25,-0.07,3.7,82.48
"Lukas Kaspar","LUKAS.KASPAR","8471235","08-09","S.J","L","R",1985-09-23,22,2004,1,22,13,118.78,59.74,64.16,61.29,61.36,59.39,5.95,4.01,68.84,38.46,86.36,54.54,124.58,78.44,4.84,3.31,1.94,30.38,31.82,46.14,1.53,8.64,89.57
"Lukas Krajicek","LUKAS.KRAJICEK","8469477","07-08","VAN","D","L",1983-03-11,24,2001,1,24,39,708.8,53.04,49.71,49.61,49.08,51.22,34.93,30.92,309.55,313.19,420.11,426.77,546.59,567.19,28.14,26.8,4.01,-3.64,-6.66,-20.6,1.34,11.28,90.13
"Lukas Krajicek","LUKAS.KRAJICEK","8469477","08-09","T.B","D","L",1983-03-11,25,2001,1,24,71,1392.83,38.35,41.61,41.65,41.54,39.35,49.47,79.52,575.9,808.22,769.75,1078.54,997.72,1404.35,42.35,65.28,-30.05,-232.32,-308.79,-406.63,-22.93,8.59,90.16
"Lukas Krajicek","LUKAS.KRAJICEK","8469477","09-10","PHI/T.B","D","L",1983-03-11,26,2001,1,24,50,861.26,38.76,46.6,47.36,47.24,49.23,25.74,40.67,395.5,453.27,554.32,616.24,738.61,824.88,37.06,38.22,-14.93,-57.77,-61.92,-86.27,-1.16,6.51,91.03
"Lukas Radil","LUKAS.RADIL","8480780","18-19","S.J","C","R",1990-08-05,28,2008,NA,NA,36,384.57,62.03,54.73,57.18,56.86,54.86,18.23,11.16,189.31,156.6,281.06,210.51,389.07,295.23,14.68,12.08,7.07,32.71,70.55,93.84,2.6,9.63,92.87
"Lukas Radil","LUKAS.RADIL","8480780","19-20","S.J","C","R",1990-08-05,29,2008,NA,NA,14,130.15,27.17,40.21,41.22,43.67,35.16,1.88,5.04,43.36,64.48,65.08,92.79,93.48,120.6,2.57,4.74,-3.16,-21.12,-27.71,-27.12,-2.17,4.34,92.18
"Lukas Reichel","LUKAS.REICHEL","8482117","21-22","CHI","L","L",2002-05-17,19,2020,1,17,5,70.88,0,48.05,49.84,48.28,45.41,0,1.06,35.99,38.91,45.87,46.16,60.84,65.18,2.03,2.44,-1.06,-2.92,-0.29,-4.34,-0.41,0,97.28
"Lukas Sedlak","LUKAS.SEDLAK","8476310","16-17","CBJ","C","L",1993-02-25,23,2011,6,158,62,602.83,57.94,51.59,51.53,50.49,50.2,28.38,20.6,291.62,273.59,398.57,374.97,537.04,526.67,25.79,25.58,7.78,18.03,23.6,10.37,0.21,9.73,92.47
"Lukas Sedlak","LUKAS.SEDLAK","8476310","17-18","CBJ","C","L",1993-02-25,24,2011,6,158,53,498.22,37.24,47.55,48.05,46.6,45.53,15.89,26.78,227.59,251.04,319.97,345.88,403.48,462.36,17.98,21.51,-10.89,-23.45,-25.91,-58.88,-3.53,6.98,89.33
"Lukas Sedlak","LUKAS.SEDLAK","8476310","18-19","CBJ","C","L",1993-02-25,25,2011,6,158,47,422.95,37.92,53.01,51.79,49.52,51.76,11.86,19.42,197.82,175.39,262.03,243.89,331.68,338.05,15.7,14.63,-7.56,22.43,18.14,-6.37,1.07,6,88.93
"Lukas Vejdemo","LUKAS.VEJDEMO","8478838","19-20","MTL","C","L",1996-01-25,23,2015,3,87,7,56.15,48.39,53.68,50.06,52.86,49.16,1.95,2.08,26.58,22.94,36.41,36.32,50.45,44.99,2.06,2.13,-0.13,3.64,0.09,5.46,-0.07,7.34,90.93
"Lukas Vejdemo","LUKAS.VEJDEMO","8478838","21-22","MTL","C","L",1996-01-25,25,2015,3,87,6,63.82,11.11,35.41,32.56,31.85,30.92,1.06,8.48,28.72,52.39,32.47,67.26,39.81,85.18,2.26,5.05,-7.42,-23.67,-34.79,-45.37,-2.79,3.69,83.81
"Luke Adam","LUKE.ADAM","8474609","10-11","BUF","C","L",1990-06-18,20,2008,2,44,19,213,41.01,51.61,48.59,49,51.06,6.89,9.91,118.28,110.88,155.34,164.35,201.47,209.72,10.34,9.91,-3.02,7.4,-9.01,-8.25,0.43,5.83,91.06
"Luke Adam","LUKE.ADAM","8474609","11-12","BUF","C","L",1990-06-18,21,2008,2,44,52,644.9,52.03,51.6,52.2,54.28,52.71,27.93,25.75,341.81,320.67,458.34,419.77,616.63,519.37,27.98,25.1,2.18,21.14,38.57,97.26,2.88,8.17,91.97
"Luke Adam","LUKE.ADAM","8474609","12-13","BUF","C","L",1990-06-18,22,2008,2,44,4,39.17,66.67,31.04,33.85,35.74,37.25,2.02,1.01,13.43,29.83,17.45,34.1,26.04,46.81,0.92,1.55,1.01,-16.4,-16.65,-20.77,-0.63,15.04,96.61
"Luke Adam","LUKE.ADAM","8474609","13-14","BUF","C","L",1990-06-18,23,2008,2,44,12,154,56.54,44.71,46.63,49.56,46.57,3.89,2.99,52.7,65.18,80.53,92.18,123.96,126.18,4.34,4.98,0.9,-12.48,-11.65,-2.22,-0.64,7.38,95.41
"Luke Adam","LUKE.ADAM","8474609","14-15","CBJ","C","L",1990-06-18,24,2008,2,44,3,19.33,0,37.14,38.31,54.81,8.96,0,0,2.93,4.96,4.93,7.94,10.77,8.88,0.06,0.61,0,-2.03,-3.01,1.89,-0.55,0,100
"Luke Gazdic","LUKE.GAZDIC","8473989","13-14","EDM","L","L",1989-07-25,24,2007,6,172,67,388.67,32.09,34.93,34.97,36.7,29.8,6.77,14.33,126.16,234.98,177.25,329.55,251.93,434.59,7.77,18.3,-7.56,-108.82,-152.3,-182.66,-10.53,5.37,93.9
"Luke Gazdic","LUKE.GAZDIC","8473989","14-15","EDM","L","L",1989-07-25,25,2007,6,172,40,295.65,37.53,45.1,42.81,41.94,37.88,5.78,9.62,103.27,125.73,148.33,198.16,208.74,288.92,7.44,12.2,-3.84,-22.46,-49.83,-80.18,-4.76,5.6,92.35
"Luke Gazdic","LUKE.GAZDIC","8473989","15-16","EDM","L","L",1989-07-25,26,2007,6,172,29,179.73,28.21,45.94,44.79,46.92,42.35,3.95,10.05,82.6,97.2,112.31,138.44,160.89,182.02,5.9,8.03,-6.1,-14.6,-26.13,-21.13,-2.13,4.78,89.66
"Luke Gazdic","LUKE.GAZDIC","8473989","16-17","N.J","L","L",1989-07-25,27,2007,6,172,11,78.45,0,36.49,32.2,31.58,34.83,0,2.08,23.06,40.13,26.18,55.13,34.26,74.22,1.47,2.75,-2.08,-17.07,-28.95,-39.96,-1.28,0,94.82
"Luke Glendening","LUKE.GLENDENING","8476822","13-14","DET","C","R",1989-04-28,24,2007,NA,NA,56,779.18,26.51,38.78,39.02,37.43,34.14,13.84,38.37,281.12,443.88,378,590.64,483.7,808.64,20.84,40.21,-24.53,-162.76,-212.64,-324.94,-19.37,4.92,91.36
