Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,EVO_GAR/60,EVD_GAR/60,PPO_GAR/60,SHD_GAR/60,Take_GAR/60,Draw_GAR/60,Off_GAR/60,Def_GAR/60,Pens_GAR/60,GAR/60,WAR/60,SPAR/60
Jonathan Toews,JONATHAN.TOEWS,8473604,07-08,CHI,C,L,1988-04-29,19,2006,1,3,64,0.855,-0.205,1.83,1.04,0.027,0.043,1.058,-0.078,0.07,0.956,0.173,0.333
Jonathan Toews,JONATHAN.TOEWS,8473604,08-09,CHI,C,L,1988-04-29,20,2006,1,3,82,0.326,0.234,0.296,-0.103,0.033,0.017,0.319,0.219,0.051,0.52,0.094,0.181
Jonathan Toews,JONATHAN.TOEWS,8473604,09-10,CHI,C,L,1988-04-29,21,2006,1,3,76,0.52,0.269,1.767,0.166,0.028,0.051,0.724,0.26,0.079,0.955,0.173,0.332
Jonathan Toews,JONATHAN.TOEWS,8473604,10-11,CHI,C,L,1988-04-29,22,2006,1,3,80,0.794,0.04,1.103,0.289,0.093,0.062,0.844,0.067,0.155,0.962,0.172,0.329
Jonathan Toews,JONATHAN.TOEWS,8473604,11-12,CHI,C,L,1988-04-29,23,2006,1,3,59,0.83,0.132,0.611,0.138,0.039,0.058,0.792,0.133,0.097,0.913,0.159,0.295
Jonathan Toews,JONATHAN.TOEWS,8473604,12-13,CHI,C,L,1988-04-29,24,2006,1,3,47,1.086,0.229,0.363,1.016,0.068,0.098,0.976,0.297,0.166,1.304,0.242,0.449
Jonathan Toews,JONATHAN.TOEWS,8473604,13-14,CHI,C,L,1988-04-29,25,2006,1,3,76,0.639,0.002,0.884,-1.363,0.074,0.002,0.681,-0.122,0.077,0.593,0.112,0.21
Jonathan Toews,JONATHAN.TOEWS,8473604,14-15,CHI,C,L,1988-04-29,26,2006,1,3,81,0.398,-0.077,0.539,-0.285,0.059,0.039,0.425,-0.095,0.098,0.406,0.077,0.147
Jonathan Toews,JONATHAN.TOEWS,8473604,15-16,CHI,C,L,1988-04-29,27,2006,1,3,80,0.298,-0.181,1.038,0.221,-0.005,0.12,0.402,-0.146,0.115,0.351,0.068,0.13
Jonathan Toews,JONATHAN.TOEWS,8473604,16-17,CHI,C,L,1988-04-29,28,2006,1,3,72,0.355,-0.232,0.374,-0.211,0.03,-0.024,0.358,-0.23,0.006,0.136,0.026,0.05
Jonathan Toews,JONATHAN.TOEWS,8473604,17-18,CHI,C,L,1988-04-29,29,2006,1,3,74,0.402,-0.191,0.413,-0.204,-0.025,-0.051,0.404,-0.193,-0.076,0.124,0.024,0.046
Jonathan Toews,JONATHAN.TOEWS,8473604,18-19,CHI,C,L,1988-04-29,30,2006,1,3,82,0.433,-0.154,0.852,-0.998,-0.011,0.001,0.505,-0.238,-0.011,0.243,0.045,0.085
Jonathan Toews,JONATHAN.TOEWS,8473604,19-20,CHI,C,L,1988-04-29,31,2006,1,3,70,0.835,-0.222,0.267,0.466,-0.016,-0.02,0.727,-0.138,-0.037,0.485,0.086,0.166
Jonathan Toews,JONATHAN.TOEWS,8473604,21-22,CHI,C,L,1988-04-29,33,2006,1,3,43,0.529,0.101,-1.336,-0.804,-0.009,0.008,0.136,0.005,-0.001,0.123,0.022,0.042
Jonathon Blum,JONATHON.BLUM,8474164,10-11,NSH,D,R,1989-01-30,21,2007,1,23,23,1.005,-0.097,0.493,-0.775,0.044,-0.033,0.964,-0.117,0.011,0.838,0.15,0.287
Jonathon Blum,JONATHON.BLUM,8474164,11-12,NSH,D,R,1989-01-30,22,2007,1,23,33,-0.08,-0.061,-1.8,-1.179,0.082,-0.011,-0.207,-0.171,0.071,-0.274,-0.048,-0.089
Jonathon Blum,JONATHON.BLUM,8474164,12-13,NSH,D,R,1989-01-30,23,2007,1,23,35,0.155,0.289,-1.776,-0.048,0.077,-0.021,-0.002,0.287,0.056,0.316,0.059,0.109
Jonathon Blum,JONATHON.BLUM,8474164,13-14,MIN,D,R,1989-01-30,24,2007,1,23,15,-0.913,0.524,1.303,-0.784,0.137,-0.006,-0.858,0.504,0.131,-0.217,-0.041,-0.077
Jonathon Blum,JONATHON.BLUM,8474164,14-15,MIN,D,R,1989-01-30,25,2007,1,23,4,-0.126,0.111,-0.094,0.51,-0.158,-0.062,-0.125,0.121,-0.22,-0.222,-0.042,-0.081
Joni Pitkanen,JONI.PITKANEN,8470137,07-08,EDM,D,L,1983-09-19,23,2002,1,4,63,0.376,0.035,-0.313,-0.843,-0.014,-0.005,0.246,-0.058,-0.019,0.154,0.028,0.054
Joni Pitkanen,JONI.PITKANEN,8470137,08-09,CAR,D,L,1983-09-19,24,2002,1,4,71,0.262,0.111,0.499,-1.208,0.002,0.004,0.304,-0.007,0.006,0.276,0.05,0.096
Joni Pitkanen,JONI.PITKANEN,8470137,09-10,CAR,D,L,1983-09-19,25,2002,1,4,71,0.254,-0.152,0.301,-0.513,-0.033,-0.008,0.262,-0.183,-0.04,0.047,0.009,0.016
Joni Pitkanen,JONI.PITKANEN,8470137,10-11,CAR,D,L,1983-09-19,26,2002,1,4,71,0.218,-0.092,0.138,-0.025,-0.023,-0.045,0.204,-0.088,-0.067,0.052,0.009,0.018
Joni Pitkanen,JONI.PITKANEN,8470137,11-12,CAR,D,L,1983-09-19,27,2002,1,4,30,-0.128,-0.081,0.808,-0.41,-0.015,-0.001,0.048,-0.111,-0.016,-0.063,-0.011,-0.02
Joni Pitkanen,JONI.PITKANEN,8470137,12-13,CAR,D,L,1983-09-19,28,2002,1,4,22,-0.313,0.1,-0.321,1.234,0.018,0.004,-0.314,0.201,0.022,-0.095,-0.018,-0.033
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,16-17,L.A,C,R,1993-06-19,23,2013,5,148,6,0.657,0.065,-0.325,0.087,-0.039,0.006,0.631,0.065,-0.033,0.642,0.121,0.234
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,17-18,L.A,C,R,1993-06-19,24,2013,5,148,35,0.396,-0.02,-1.275,-0.258,0.077,-0.008,0.351,-0.021,0.069,0.398,0.078,0.148
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,18-19,L.A,C,R,1993-06-19,25,2013,5,148,13,0.282,-0.272,0.635,-0.376,0.05,-0.124,0.293,-0.272,-0.074,-0.046,-0.008,-0.016
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,19-20,S.J,C,R,1993-06-19,26,2013,5,148,3,1.033,0.124,-0.352,-0.178,0.134,-0.124,0.975,0.113,0.01,1.037,0.185,0.354
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,20-21,NYR,C,R,1993-06-19,27,2013,5,148,5,-0.46,-1.429,0.055,0,-0.054,-0.12,-0.445,-1.429,-0.175,-2.006,-0.36,-0.67
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,21-22,NYR,C,R,1993-06-19,28,2013,5,148,5,0.134,-0.088,0.376,0,-0.107,-0.122,0.138,-0.088,-0.23,-0.178,-0.032,-0.06
Joona Luoto,JOONA.LUOTO,8481649,19-20,WPG,L,L,1997-09-26,21,2016,NA,NA,16,-1.002,-0.221,0.176,-1.128,0.035,-0.124,-1.002,-0.232,-0.089,-1.308,-0.233,-0.447
Joonas Donskoi,JOONAS.DONSKOI,8475820,15-16,S.J,R,R,1992-04-13,23,2010,4,99,76,0.496,0.2,0.682,-0.502,0.041,0.031,0.515,0.196,0.072,0.755,0.146,0.28
Joonas Donskoi,JOONAS.DONSKOI,8475820,16-17,S.J,R,R,1992-04-13,24,2010,4,99,61,-0.161,-0.092,0.369,-0.3,0.069,0.122,-0.107,-0.092,0.19,0.003,0.001,0.001
Joonas Donskoi,JOONAS.DONSKOI,8475820,17-18,S.J,R,R,1992-04-13,25,2010,4,99,66,0.348,0.167,0.381,-0.2,-0.011,0.061,0.351,0.167,0.05,0.544,0.106,0.203
Joonas Donskoi,JOONAS.DONSKOI,8475820,18-19,S.J,R,R,1992-04-13,26,2010,4,99,80,0.376,0.166,0.209,-0.136,0.081,0.072,0.369,0.165,0.153,0.676,0.126,0.237
Joonas Donskoi,JOONAS.DONSKOI,8475820,19-20,COL,R,R,1992-04-13,27,2010,4,99,65,0.261,-0.352,0.192,2.075,-0.004,0.058,0.251,-0.265,0.054,0.068,0.012,0.023
Joonas Donskoi,JOONAS.DONSKOI,8475820,20-21,COL,R,R,1992-04-13,28,2010,4,99,51,0.581,-0.118,2.405,-0.284,0.059,-0.029,0.889,-0.134,0.03,0.722,0.13,0.241
Joonas Donskoi,JOONAS.DONSKOI,8475820,21-22,SEA,R,R,1992-04-13,29,2010,4,99,53,0.011,-0.012,0.527,-0.534,0.106,0.012,0.07,-0.087,0.118,0.101,0.018,0.034
Joonas Kemppainen,JOONAS.KEMPPAINEN,8478564,15-16,BOS,C,L,1988-04-07,27,2006,NA,NA,44,-0.219,-0.176,0.868,0.449,0.074,-0.131,-0.205,-0.094,-0.057,-0.326,-0.063,-0.121
Joonas Nattinen,JOONAS.NATTINEN,8475198,13-14,MTL,C,R,1991-01-03,22,2009,3,65,1,0.137,-0.052,0,0,0.149,-0.138,0.137,-0.052,0.011,0.097,0.018,0.034
Joonas Rask,JOONAS.RASK,8475893,12-13,NSH,C,R,1990-03-24,22,2010,7,198,2,0.526,-0.087,0,0,0.149,-0.139,0.526,-0.087,0.01,0.449,0.083,0.154
Jordan Caron,JORDAN.CARON,8475150,10-11,BOS,R,L,1990-11-02,19,2009,1,25,23,0.294,0.071,-0.354,0.784,0.045,-0.154,0.289,0.193,-0.109,0.319,0.057,0.109
Jordan Caron,JORDAN.CARON,8475150,11-12,BOS,R,L,1990-11-02,20,2009,1,25,48,-0.021,0.069,0.534,-1.864,0.038,-0.074,-0.001,0.015,-0.036,-0.023,-0.004,-0.008
Jordan Caron,JORDAN.CARON,8475150,12-13,BOS,R,L,1990-11-02,21,2009,1,25,17,0.091,-0.481,-0.941,0,0.024,-0.139,0.059,-0.481,-0.116,-0.523,-0.097,-0.18
Jordan Caron,JORDAN.CARON,8475150,13-14,BOS,R,L,1990-11-02,22,2009,1,25,35,-0.425,-0.536,0.134,-0.697,-0.183,-0.013,-0.421,-0.546,-0.196,-1.129,-0.214,-0.4
Jordan Caron,JORDAN.CARON,8475150,14-15,BOS/COL,R,L,1990-11-02,23,2009,1,25,30,-0.362,0.168,-0.253,-0.192,-0.001,-0.084,-0.362,0.167,-0.085,-0.277,-0.053,-0.101
Jordan Caron,JORDAN.CARON,8475150,15-16,STL,R,L,1990-11-02,24,2009,1,25,4,-0.462,-0.549,0,-0.374,0.141,-0.131,-0.462,-0.549,0.01,-1,-0.193,-0.371
Jordan Eberle,JORDAN.EBERLE,8474586,10-11,EDM,C,R,1990-05-15,20,2008,1,22,69,0.147,-0.157,0.045,-0.715,0.057,0.028,0.132,-0.183,0.085,0.056,0.01,0.019
Jordan Eberle,JORDAN.EBERLE,8474586,11-12,EDM,C,R,1990-05-15,21,2008,1,22,78,0.931,-0.363,0.714,1.833,0.114,0.012,0.893,-0.336,0.127,0.718,0.125,0.232
Jordan Eberle,JORDAN.EBERLE,8474586,12-13,EDM,C,R,1990-05-15,22,2008,1,22,48,0.444,-0.07,0.379,0.242,0.061,0.08,0.433,-0.066,0.141,0.506,0.094,0.174
Jordan Eberle,JORDAN.EBERLE,8474586,13-14,EDM,C,R,1990-05-15,23,2008,1,22,80,0.365,-0.275,0.821,0.101,0.082,-0.011,0.439,-0.259,0.071,0.271,0.051,0.096
Jordan Eberle,JORDAN.EBERLE,8474586,14-15,EDM,C,R,1990-05-15,24,2008,1,22,81,0.363,-0.077,0.938,0.746,0.067,-0.021,0.443,-0.074,0.045,0.414,0.079,0.15
Jordan Eberle,JORDAN.EBERLE,8474586,15-16,EDM,C,R,1990-05-15,25,2008,1,22,69,0.286,-0.236,0.186,-0.712,0.076,0.033,0.272,-0.237,0.109,0.176,0.034,0.065
Jordan Eberle,JORDAN.EBERLE,8474586,16-17,EDM,C,R,1990-05-15,26,2008,1,22,82,0.121,-0.124,0.545,-0.65,0.069,0.033,0.178,-0.125,0.102,0.171,0.032,0.062
Jordan Eberle,JORDAN.EBERLE,8474586,17-18,NYI,C,R,1990-05-15,27,2008,1,22,81,0.692,-0.036,-0.683,-0.108,0.069,0.05,0.525,-0.036,0.119,0.599,0.117,0.223
Jordan Eberle,JORDAN.EBERLE,8474586,18-19,NYI,C,R,1990-05-15,28,2008,1,22,78,0.097,-0.21,0.355,-0.834,0.09,-0.067,0.142,-0.211,0.022,-0.01,-0.002,-0.003
Jordan Eberle,JORDAN.EBERLE,8474586,19-20,NYI,C,R,1990-05-15,29,2008,1,22,58,0.175,0.003,0.684,-0.052,0.059,0.008,0.251,0.003,0.067,0.313,0.056,0.107
Jordan Eberle,JORDAN.EBERLE,8474586,20-21,NYI,C,R,1990-05-15,30,2008,1,22,55,0.497,0.036,0.072,-0.233,0.046,0.01,0.438,0.036,0.057,0.515,0.092,0.172
Jordan Eberle,JORDAN.EBERLE,8474586,21-22,SEA,C/R,R,1990-05-15,31,2008,1,22,53,0.136,-0.067,-0.117,-0.461,0.065,-0.066,0.095,-0.068,-0.001,0.036,0.006,0.012
Jordan Greenway,JORDAN.GREENWAY,8478413,17-18,MIN,L,L,1997-02-16,20,2015,2,50,6,-0.878,0.536,-0.048,0.071,0.137,-0.129,-0.868,0.534,0.008,-0.324,-0.063,-0.121
Jordan Greenway,JORDAN.GREENWAY,8478413,18-19,MIN,L,L,1997-02-16,21,2015,2,50,81,-0.114,0.15,-1.244,-0.599,0.035,0.031,-0.169,0.149,0.066,0.04,0.007,0.014
Jordan Greenway,JORDAN.GREENWAY,8478413,19-20,MIN,L,L,1997-02-16,22,2015,2,50,67,0.168,0.233,4.352,1.289,-0.077,0.001,0.272,0.302,-0.076,0.463,0.082,0.158
Jordan Greenway,JORDAN.GREENWAY,8478413,20-21,MIN,L,L,1997-02-16,23,2015,2,50,56,0.27,-0.115,-1.79,-0.087,-0.049,-0.001,0.193,-0.113,-0.049,0.019,0.003,0.006
Jordan Greenway,JORDAN.GREENWAY,8478413,21-22,MIN,L,L,1997-02-16,24,2015,2,50,41,0.611,0.196,0.758,0.309,-0.059,-0.009,0.621,0.207,-0.068,0.659,0.118,0.223
Jordan Gross,JORDAN.GROSS,8480913,19-20,ARI,D,R,1995-05-09,24,2013,NA,NA,2,1.429,-0.541,0,0.311,0.126,-0.059,1.429,-0.513,0.067,0.921,0.164,0.315
Jordan Gross,JORDAN.GROSS,8480913,20-21,ARI,D,R,1995-05-09,25,2013,NA,NA,7,0.226,-0.086,0.061,-0.054,0.022,-0.058,0.226,-0.086,-0.037,0.101,0.018,0.034
Jordan Gross,JORDAN.GROSS,8480913,21-22,COL,D,R,1995-05-09,26,2013,NA,NA,1,-0.034,0.232,0,0,-2.628,-0.061,-0.034,0.232,-2.69,-2.492,-0.446,-0.844
Jordan Hendry,JORDAN.HENDRY,8472370,07-08,CHI,D,L,1984-02-23,23,2002,NA,NA,40,0.23,-0.081,-0.776,0.697,0.024,0.102,0.216,0.02,0.126,0.333,0.06,0.116
Jordan Hendry,JORDAN.HENDRY,8472370,08-09,CHI,D,L,1984-02-23,24,2002,NA,NA,9,-0.269,0.485,0.142,0.054,-0.035,0.163,-0.266,0.431,0.128,0.323,0.058,0.112
Jordan Hendry,JORDAN.HENDRY,8472370,09-10,CHI,D,L,1984-02-23,25,2002,NA,NA,43,0.062,-0.018,-0.319,0.425,0.051,0.078,0.059,-0.009,0.129,0.177,0.032,0.062
Jordan Hendry,JORDAN.HENDRY,8472370,10-11,CHI,D,L,1984-02-23,26,2002,NA,NA,37,-0.401,-0.153,0.16,-0.204,0.092,0.141,-0.395,-0.153,0.232,-0.309,-0.055,-0.106
Jordan Hendry,JORDAN.HENDRY,8472370,12-13,ANA,D,L,1984-02-23,28,2002,NA,NA,2,-0.803,0.458,0,0,0.142,-0.063,-0.803,0.458,0.079,-0.267,-0.049,-0.092
Jordan Kyrou,JORDAN.KYROU,8479385,18-19,STL,C,R,1998-05-05,20,2016,2,35,16,-0.398,-0.599,-0.675,0,0.007,0.079,-0.407,-0.599,0.086,-0.897,-0.167,-0.315
Jordan Kyrou,JORDAN.KYROU,8479385,19-20,STL,C,R,1998-05-05,21,2016,2,35,28,0.427,-0.085,0.389,-0.202,-0.008,0.028,0.426,-0.085,0.02,0.361,0.064,0.123
Jordan Kyrou,JORDAN.KYROU,8479385,20-21,STL,C,R,1998-05-05,22,2016,2,35,55,0.756,-0.133,-1.164,-0.609,0.044,0.042,0.589,-0.133,0.086,0.546,0.098,0.182
Jordan Kyrou,JORDAN.KYROU,8479385,21-22,STL,C,R,1998-05-05,23,2016,2,35,48,0.723,-0.134,0.713,0.287,0.055,0.075,0.722,-0.132,0.129,0.718,0.128,0.243
Jordan Lavallee-Smotherman,JORDAN.LAVALLEE-SMOTHERMAN,8471778,07-08,ATL,L,L,1986-05-11,21,2005,4,116,2,1.104,-0.077,-0.275,0.378,0.183,-0.193,1.008,-0.039,-0.01,0.86,0.156,0.299
Jordan Lavallee-Smotherman,JORDAN.LAVALLEE-SMOTHERMAN,8471778,08-09,ATL,L,L,1986-05-11,22,2005,4,116,2,-0.072,0.325,0,0,0.181,-0.184,-0.072,0.325,-0.003,0.25,0.045,0.087
Jordan Leopold,JORDAN.LEOPOLD,8467917,07-08,COL,D,L,1980-08-03,27,1999,2,44,43,0.198,0.149,-0.19,-0.884,0.018,-0.013,0.162,0.099,0.004,0.248,0.045,0.086
Jordan Leopold,JORDAN.LEOPOLD,8467917,08-09,CGY/COL,D,L,1980-08-03,28,1999,2,44,83,0.157,-0.048,-0.683,-1.244,0.082,-0.02,0.047,-0.143,0.061,-0.019,-0.003,-0.007
Jordan Leopold,JORDAN.LEOPOLD,8467917,09-10,FLA/PIT,D,L,1980-08-03,29,1999,2,44,81,0.05,0.063,-0.234,0.306,0.062,-0.019,0.032,0.097,0.043,0.16,0.029,0.056
Jordan Leopold,JORDAN.LEOPOLD,8467917,10-11,BUF,D,L,1980-08-03,30,1999,2,44,71,-0.161,0.096,0.694,-0.423,0.042,-0.034,-0.047,0.03,0.008,-0.008,-0.001,-0.003
Jordan Leopold,JORDAN.LEOPOLD,8467917,11-12,BUF,D,L,1980-08-03,31,1999,2,44,79,0.304,-0.071,-0.321,0.16,0.065,-0.035,0.24,-0.044,0.03,0.203,0.035,0.066
Jordan Leopold,JORDAN.LEOPOLD,8467917,12-13,BUF/STL,D,L,1980-08-03,32,1999,2,44,39,-0.024,0.023,-0.73,-0.844,0.023,-0.02,-0.108,-0.045,0.003,-0.136,-0.025,-0.047
Jordan Leopold,JORDAN.LEOPOLD,8467917,13-14,STL,D,L,1980-08-03,33,1999,2,44,27,-0.326,0.152,1.658,0.338,0.059,0.057,-0.219,0.157,0.116,0.052,0.01,0.019
Jordan Leopold,JORDAN.LEOPOLD,8467917,14-15,CBJ/MIN/STL,D,L,1980-08-03,34,1999,2,44,43,-0.569,0.098,0.268,-0.298,0.02,-0.026,-0.553,0.087,-0.006,-0.456,-0.087,-0.165
Jordan Martinook,JORDAN.MARTINOOK,8476921,14-15,ARI,L,L,1992-07-25,22,2012,2,58,8,0.33,-0.275,0.112,-0.388,0.138,0.097,0.329,-0.282,0.235,0.263,0.05,0.095
Jordan Martinook,JORDAN.MARTINOOK,8476921,15-16,ARI,L,L,1992-07-25,23,2012,2,58,81,-0.066,0.057,-1.828,0.417,0.056,0.001,-0.115,0.121,0.056,0.079,0.015,0.029
Jordan Martinook,JORDAN.MARTINOOK,8476921,16-17,ARI,L,L,1992-07-25,24,2012,2,58,77,0.258,-0.114,2.454,0.308,-0.035,-0.038,0.318,-0.052,-0.073,0.145,0.027,0.053
Jordan Martinook,JORDAN.MARTINOOK,8476921,17-18,ARI,L,L,1992-07-25,25,2012,2,58,81,-0.265,0.259,-0.189,-0.046,-0.045,0.024,-0.264,0.218,-0.021,-0.034,-0.007,-0.013
Jordan Martinook,JORDAN.MARTINOOK,8476921,18-19,CAR,L,L,1992-07-25,26,2012,2,58,82,0.149,0.198,-0.629,0.524,0.052,-0.023,0.143,0.235,0.029,0.383,0.071,0.134
Jordan Martinook,JORDAN.MARTINOOK,8476921,19-20,CAR,L,L,1992-07-25,27,2012,2,58,45,-0.123,0.118,0.112,1.108,-0.118,-0.02,-0.122,0.232,-0.138,-0.016,-0.003,-0.005
Jordan Martinook,JORDAN.MARTINOOK,8476921,20-21,CAR,L,L,1992-07-25,28,2012,2,58,44,-0.001,-0.027,0.226,0.004,-0.041,0.022,0,-0.024,-0.019,-0.042,-0.008,-0.014
Jordan Martinook,JORDAN.MARTINOOK,8476921,21-22,CAR,L,L,1992-07-25,29,2012,2,58,36,-0.104,0.32,0.267,0.25,-0.041,-0.005,-0.103,0.317,-0.045,0.171,0.031,0.058
Jordan Nolan,JORDAN.NOLAN,8475325,11-12,L.A,C,L,1989-06-23,22,2009,7,185,26,0.049,0.546,-0.746,-0.089,-0.02,0.098,0.025,0.543,0.078,0.629,0.11,0.203
Jordan Nolan,JORDAN.NOLAN,8475325,12-13,L.A,C,L,1989-06-23,23,2009,7,185,44,-0.079,-0.3,-0.157,-0.578,-0.08,0.036,-0.08,-0.3,-0.044,-0.418,-0.078,-0.144
Jordan Nolan,JORDAN.NOLAN,8475325,13-14,L.A,C,L,1989-06-23,24,2009,7,185,64,-0.203,0.147,-0.613,-0.183,0.055,0.073,-0.207,0.146,0.128,0.067,0.013,0.024
Jordan Nolan,JORDAN.NOLAN,8475325,14-15,L.A,C,L,1989-06-23,25,2009,7,185,60,-0.194,-0.053,-0.212,0.02,0.061,0.005,-0.194,-0.053,0.066,-0.179,-0.034,-0.065
Jordan Nolan,JORDAN.NOLAN,8475325,15-16,L.A,C,L,1989-06-23,26,2009,7,185,52,-0.004,-0.373,-0.204,-0.4,-0.093,0.084,-0.006,-0.374,-0.009,-0.385,-0.074,-0.143
Jordan Nolan,JORDAN.NOLAN,8475325,16-17,L.A,C,L,1989-06-23,27,2009,7,185,46,-0.191,0.016,-0.549,0.135,-0.064,-0.044,-0.197,0.016,-0.108,-0.288,-0.054,-0.105
Jordan Nolan,JORDAN.NOLAN,8475325,17-18,BUF,C,L,1989-06-23,28,2009,7,185,69,-0.3,0.245,-0.406,-0.461,-0.049,0.007,-0.301,0.241,-0.043,-0.102,-0.02,-0.038
Jordan Nolan,JORDAN.NOLAN,8475325,18-19,STL,C,L,1989-06-23,29,2009,7,185,14,1.289,-0.267,0.02,0,-0.078,-0.124,1.285,-0.267,-0.203,0.808,0.151,0.284
Jordan Oesterle,JORDAN.OESTERLE,8477851,14-15,EDM,D,L,1992-06-25,22,2010,NA,NA,6,-0.676,0.369,-0.55,0.436,0.132,0.047,-0.668,0.37,0.179,-0.129,-0.025,-0.047
Jordan Oesterle,JORDAN.OESTERLE,8477851,15-16,EDM,D,L,1992-06-25,23,2010,NA,NA,17,0.207,0.009,1.176,0.979,0.135,-0.062,0.293,0.075,0.072,0.406,0.078,0.151
Jordan Oesterle,JORDAN.OESTERLE,8477851,16-17,EDM,D,L,1992-06-25,24,2010,NA,NA,2,-0.794,0.351,0.348,0,0.128,-0.061,-0.774,0.351,0.068,-0.361,-0.068,-0.132
Jordan Oesterle,JORDAN.OESTERLE,8477851,17-18,CHI,D,L,1992-06-25,25,2010,NA,NA,55,0.037,0.136,0.363,-1.745,0.078,0.007,0.055,0.071,0.085,0.203,0.04,0.076
Jordan Oesterle,JORDAN.OESTERLE,8477851,18-19,ARI,D,L,1992-06-25,26,2010,NA,NA,71,0.201,0.071,0.101,-0.343,0.085,-0.005,0.191,0.045,0.08,0.298,0.056,0.105
Jordan Oesterle,JORDAN.OESTERLE,8477851,19-20,ARI,D,L,1992-06-25,27,2010,NA,NA,58,-0.35,-0.049,-0.122,-0.024,0.051,0.028,-0.336,-0.048,0.079,-0.285,-0.051,-0.097
Jordan Oesterle,JORDAN.OESTERLE,8477851,20-21,ARI,D,L,1992-06-25,28,2010,NA,NA,43,0.15,-0.131,1.216,-0.079,0.043,-0.043,0.248,-0.127,-0.001,0.112,0.02,0.037
Jordan Oesterle,JORDAN.OESTERLE,8477851,21-22,DET,D,L,1992-06-25,29,2010,NA,NA,27,-0.206,0.075,-0.364,-2.428,0.082,-0.061,-0.206,-0.061,0.021,-0.233,-0.042,-0.079
Jordan Schmaltz,JORDAN.SCHMALTZ,8476877,16-17,STL,D,R,1993-10-08,22,2012,1,25,9,0.242,0.091,1.909,0.578,-0.027,-0.061,0.382,0.095,-0.088,0.379,0.071,0.138
Jordan Schmaltz,JORDAN.SCHMALTZ,8476877,17-18,STL,D,R,1993-10-08,23,2012,1,25,13,-0.531,0.438,-0.604,0,-0.092,0.008,-0.533,0.438,-0.085,-0.195,-0.038,-0.073
Jordan Schmaltz,JORDAN.SCHMALTZ,8476877,18-19,STL,D,R,1993-10-08,24,2012,1,25,20,-0.672,-0.365,-0.013,0.974,0.084,-0.01,-0.668,-0.317,0.074,-0.877,-0.163,-0.308
Jordan Schroeder,JORDAN.SCHROEDER,8475147,12-13,VAN,C,R,1990-09-29,21,2009,1,22,31,0.233,-0.046,-0.734,-0.063,0.095,-0.115,0.057,-0.046,-0.02,0,0,0
Jordan Schroeder,JORDAN.SCHROEDER,8475147,13-14,VAN,C,R,1990-09-29,22,2009,1,22,25,-0.25,0.173,1.737,-0.021,0.114,-0.065,-0.077,0.172,0.049,0.128,0.024,0.045
Jordan Schroeder,JORDAN.SCHROEDER,8475147,14-15,MIN,C,R,1990-09-29,23,2009,1,22,25,0.439,0.483,-0.277,0.006,0.099,-0.045,0.439,0.479,0.055,0.964,0.184,0.35
Jordan Schroeder,JORDAN.SCHROEDER,8475147,15-16,MIN,C,R,1990-09-29,24,2009,1,22,26,0.49,-0.102,-0.765,0,0.098,-0.131,0.457,-0.102,-0.032,0.325,0.063,0.121
Jordan Schroeder,JORDAN.SCHROEDER,8475147,16-17,MIN,C,R,1990-09-29,25,2009,1,22,37,0.262,0.024,0.058,-0.273,0.135,-0.001,0.262,0.024,0.134,0.419,0.079,0.153
Jordan Schroeder,JORDAN.SCHROEDER,8475147,17-18,CBJ,C,R,1990-09-29,26,2009,1,22,21,-0.78,-0.469,-0.496,-0.259,-0.006,-0.062,-0.775,-0.468,-0.068,-1.295,-0.252,-0.482
Jordan Staal,JORDAN.STAAL,8473533,07-08,PIT,C,L,1988-09-10,19,2006,1,2,82,-0.19,0.07,-0.845,0.222,0.016,0.025,-0.257,0.101,0.042,-0.072,-0.013,-0.025
Jordan Staal,JORDAN.STAAL,8473533,08-09,PIT,C,L,1988-09-10,20,2006,1,2,82,0.12,0.268,-0.174,-0.516,0.063,0.027,0.078,0.108,0.091,0.248,0.045,0.086
Jordan Staal,JORDAN.STAAL,8473533,09-10,PIT,C,L,1988-09-10,21,2006,1,2,81,0.453,0.053,0.092,0.582,0.017,0.073,0.41,0.155,0.091,0.56,0.101,0.195
Jordan Staal,JORDAN.STAAL,8473533,10-11,PIT,C,L,1988-09-10,22,2006,1,2,42,0.291,-0.143,0.256,0.457,0.089,-0.071,0.285,-0.058,0.018,0.216,0.038,0.074
Jordan Staal,JORDAN.STAAL,8473533,11-12,PIT,C,L,1988-09-10,23,2006,1,2,62,0.25,-0.067,-0.291,0.238,-0.008,0.018,0.187,-0.022,0.01,0.149,0.026,0.048
Jordan Staal,JORDAN.STAAL,8473533,12-13,CAR,C,L,1988-09-10,24,2006,1,2,48,0.427,-0.249,0.593,-0.685,-0.026,-0.004,0.449,-0.303,-0.03,0.098,0.018,0.034
Jordan Staal,JORDAN.STAAL,8473533,13-14,CAR,C,L,1988-09-10,25,2006,1,2,82,-0.09,0.057,0.697,-0.594,0.029,-0.004,0.014,-0.007,0.026,0.033,0.006,0.012
