Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,xTake_GAR,xDraw_GAR,xOff_GAR,xDef_GAR,xPens_GAR,xGAR,xWAR,xSPAR
Josh Jooris,JOSH.JOORIS,8477591,17-18,CAR/PIT,R,R,1990-07-14,27,2008,NA,NA,40,0.5,-0.1,0,-1,-0.2,1.3,0.5,-1.1,1.1,0.5,0.1,0.2
Josh Langfeld,JOSH.LANGFELD,8466200,07-08,NSH,R,R,1977-07-17,30,1997,3,66,2,0,-0.1,0,0,0.1,0.2,0,-0.1,0.2,0.2,0,0.1
Josh Leivo,JOSH.LEIVO,8476410,13-14,TOR,L,R,1993-05-26,20,2011,3,86,7,-0.2,0.6,0,0,0.2,0,-0.2,0.6,0.2,0.6,0.1,0.2
Josh Leivo,JOSH.LEIVO,8476410,14-15,TOR,L,R,1993-05-26,21,2011,3,86,9,0.8,-0.3,0,0,0,-0.1,0.8,-0.3,-0.2,0.3,0.1,0.1
Josh Leivo,JOSH.LEIVO,8476410,15-16,TOR,L,R,1993-05-26,22,2011,3,86,12,1.9,0.2,-0.3,0,-0.2,-0.3,1.6,0.2,-0.5,1.2,0.2,0.5
Josh Leivo,JOSH.LEIVO,8476410,16-17,TOR,L,R,1993-05-26,23,2011,3,86,13,1.4,1.1,0.5,0,0.4,0,1.9,1.1,0.3,3.4,0.6,1.2
Josh Leivo,JOSH.LEIVO,8476410,17-18,TOR,L,R,1993-05-26,24,2011,3,86,16,0.3,0,-0.3,0,0.2,0.3,-0.1,0,0.5,0.5,0.1,0.2
Josh Leivo,JOSH.LEIVO,8476410,18-19,TOR/VAN,L,R,1993-05-26,25,2011,3,86,76,5.6,2.9,-0.6,0,1.2,-0.8,5,2.9,0.4,8.4,1.6,2.9
Josh Leivo,JOSH.LEIVO,8476410,19-20,VAN,L,R,1993-05-26,26,2011,3,86,36,3,0.1,-0.5,0,0.8,0.7,2.5,0.1,1.6,4.1,0.7,1.4
Josh Leivo,JOSH.LEIVO,8476410,20-21,CGY,L,R,1993-05-26,27,2011,3,86,38,2.3,2,-0.1,0,0.2,0,2.2,2,0.2,4.4,0.8,1.5
Josh Leivo,JOSH.LEIVO,8476410,21-22,CAR,L,R,1993-05-26,28,2011,3,86,7,0.9,0.4,0,0,0,-0.1,0.9,0.4,-0.2,1.2,0.2,0.4
Josh Mahura,JOSH.MAHURA,8479372,18-19,ANA,D,L,1998-05-05,20,2016,3,85,17,-0.4,-3.1,0.4,0,0.1,0.1,0,-3.1,0.2,-2.9,-0.5,-1
Josh Mahura,JOSH.MAHURA,8479372,19-20,ANA,D,L,1998-05-05,21,2016,3,85,11,2,-1.3,-0.2,0,0.2,-0.2,1.8,-1.3,0,0.5,0.1,0.2
Josh Mahura,JOSH.MAHURA,8479372,20-21,ANA,D,L,1998-05-05,22,2016,3,85,13,-0.2,-1,0,0,0,0,-0.1,-1,0,-1.1,-0.2,-0.4
Josh Mahura,JOSH.MAHURA,8479372,21-22,ANA,D,L,1998-05-05,23,2016,3,85,21,1.2,-0.5,0,0.1,0.3,0.1,1.2,-0.3,0.3,1.2,0.2,0.4
Josh Manson,JOSH.MANSON,8476312,14-15,ANA,D,R,1991-10-07,22,2011,6,160,28,1.6,0.3,0,0.1,-1,-0.4,1.6,0.4,-1.4,0.5,0.1,0.2
Josh Manson,JOSH.MANSON,8476312,15-16,ANA,D,R,1991-10-07,23,2011,6,160,71,2.1,5.6,0,0.4,0.7,1.4,2,5.9,2.1,10.1,1.9,3.7
Josh Manson,JOSH.MANSON,8476312,16-17,ANA,D,R,1991-10-07,24,2011,6,160,82,5.3,4.3,0,-2.3,-1.4,0.4,5.3,2,-1,6.3,1.2,2.3
Josh Manson,JOSH.MANSON,8476312,17-18,ANA,D,R,1991-10-07,25,2011,6,160,80,5.9,2.5,0,-1.3,-0.2,0.1,5.9,1.2,-0.1,7.1,1.4,2.6
Josh Manson,JOSH.MANSON,8476312,18-19,ANA,D,R,1991-10-07,26,2011,6,160,74,-1.5,2.6,0,0.4,-1.1,-0.2,-1.5,3,-1.3,0.1,0,0
Josh Manson,JOSH.MANSON,8476312,19-20,ANA,D,R,1991-10-07,27,2011,6,160,50,0,2.3,0,1.3,-0.2,0.3,0,3.6,0,3.6,0.6,1.2
Josh Manson,JOSH.MANSON,8476312,20-21,ANA,D,R,1991-10-07,28,2011,6,160,23,0,-0.7,0,0,-0.5,-0.4,0,-0.7,-0.9,-1.6,-0.3,-0.5
Josh Manson,JOSH.MANSON,8476312,21-22,ANA,D,R,1991-10-07,29,2011,6,160,43,1.9,1.5,0,-1.2,-1.1,-0.1,1.9,0.3,-1.2,1.1,0.2,0.4
Josh Morrissey,JOSH.MORRISSEY,8477504,15-16,WPG,D,L,1995-03-28,20,2013,1,13,1,0,-0.1,0,0,0,0,0,-0.1,0,-0.1,0,0
Josh Morrissey,JOSH.MORRISSEY,8477504,16-17,WPG,D,L,1995-03-28,21,2013,1,13,82,2.2,4,-0.1,0.8,0.5,-0.5,2,4.8,0,6.8,1.3,2.5
Josh Morrissey,JOSH.MORRISSEY,8477504,17-18,WPG,D,L,1995-03-28,22,2013,1,13,81,6.9,5.1,-0.7,0.3,-0.4,0,6.2,5.3,-0.4,11.1,2.2,4.1
Josh Morrissey,JOSH.MORRISSEY,8477504,18-19,WPG,D,L,1995-03-28,23,2013,1,13,59,0.4,1.5,2.6,-1.3,1.3,0,3,0.2,1.3,4.5,0.8,1.6
Josh Morrissey,JOSH.MORRISSEY,8477504,19-20,WPG,D,L,1995-03-28,24,2013,1,13,65,1.6,-3,0.3,-1,0.7,-0.2,1.9,-4,0.5,-1.6,-0.3,-0.6
Josh Morrissey,JOSH.MORRISSEY,8477504,20-21,WPG,D,L,1995-03-28,25,2013,1,13,56,-0.5,-5.1,0.1,-1.6,0.8,-0.9,-0.4,-6.7,-0.1,-7.2,-1.3,-2.4
Josh Morrissey,JOSH.MORRISSEY,8477504,21-22,WPG,D,L,1995-03-28,26,2013,1,13,50,0.2,3,2.8,-0.2,-0.4,0.7,3.1,2.8,0.4,6.2,1.1,2.1
Josh Norris,JOSH.NORRIS,8480064,19-20,OTT,C,L,1999-05-05,20,2017,1,19,3,-0.3,-0.3,0.2,0,0.1,-0.1,-0.1,-0.3,0,-0.4,-0.1,-0.1
Josh Norris,JOSH.NORRIS,8480064,20-21,OTT,C,L,1999-05-05,21,2017,1,19,56,6.7,0.1,1.7,0,1.2,-0.2,8.4,0.1,1,9.5,1.7,3.2
Josh Norris,JOSH.NORRIS,8480064,21-22,OTT,C,L,1999-05-05,22,2017,1,19,36,5.3,-1.9,2.5,0.1,0.6,1.1,7.9,-1.8,1.7,7.7,1.4,2.6
Josh Teves,JOSH.TEVES,8481425,18-19,VAN,D,L,1995-02-18,23,2013,NA,NA,1,0.1,0.1,0,0,-0.2,0,0.1,0.1,-0.2,-0.1,0,0
Joshua Ho-Sang,JOSHUA.HO-SANG,8477959,16-17,NYI,C,R,1996-01-22,20,2014,1,28,21,3.5,-1.1,0.1,0,-0.2,0.1,3.6,-1.1,0,2.5,0.5,0.9
Joshua Ho-Sang,JOSHUA.HO-SANG,8477959,17-18,NYI,C,R,1996-01-22,21,2014,1,28,22,0.8,-0.6,-0.4,0,0.5,1,0.4,-0.6,1.5,1.4,0.3,0.5
Joshua Ho-Sang,JOSHUA.HO-SANG,8477959,18-19,NYI,C,R,1996-01-22,22,2014,1,28,10,0.7,1.9,-0.1,0,0.1,0.3,0.6,1.9,0.4,2.9,0.5,1
Josiah Slavin,JOSIAH.SLAVIN,8481004,21-22,CHI,L,L,1998-12-31,22,2018,7,193,15,-0.1,0.5,0,-0.6,0,-0.2,-0.1,-0.2,-0.2,-0.5,-0.1,-0.2
Jozef Stumpel,JOZEF.STUMPEL,8458554,07-08,FLA,C,R,1972-07-20,35,1991,2,40,52,-2.2,-0.5,1.5,1,1.8,-1,-0.7,0.4,0.7,0.4,0.1,0.1
Jt Wyman,JT.WYMAN,8471312,09-10,MTL,R,R,1986-02-27,23,2004,4,100,3,0,-0.1,0,0,0,0,0,-0.1,0,-0.1,0,0
Jt Wyman,JT.WYMAN,8471312,11-12,T.B,R,R,1986-02-27,25,2004,4,100,40,-1.1,1.2,0,-1.2,0.4,-0.1,-1.1,0,0.3,-0.8,-0.1,-0.3
Jt Wyman,JT.WYMAN,8471312,12-13,T.B,R,R,1986-02-27,26,2004,4,100,1,0,0,0,0,0,0,0,0,0,0.1,0,0
Juho Lammikko,JUHO.LAMMIKKO,8477996,18-19,FLA,L,L,1996-01-29,22,2014,3,65,40,-3.8,0.5,0,0.3,0.4,-0.6,-3.8,0.9,-0.1,-3,-0.6,-1.1
Juho Lammikko,JUHO.LAMMIKKO,8477996,20-21,FLA,L,L,1996-01-29,24,2014,3,65,44,0.4,-0.4,0,0.6,0.1,-0.2,0.3,0.2,-0.1,0.5,0.1,0.2
Juho Lammikko,JUHO.LAMMIKKO,8477996,21-22,VAN,L,L,1996-01-29,25,2014,3,65,48,1.4,0.1,0,-0.8,0.2,0.1,1.4,-0.7,0.3,0.9,0.2,0.3
Jujhar Khaira,JUJHAR.KHAIRA,8476915,15-16,EDM,L,L,1994-08-13,21,2012,3,63,15,-0.4,0,0,0,-0.4,-0.1,-0.4,0,-0.5,-0.9,-0.2,-0.3
Jujhar Khaira,JUJHAR.KHAIRA,8476915,16-17,EDM,L,L,1994-08-13,22,2012,3,63,10,0.6,0.7,0,0,0,-0.2,0.6,0.7,-0.2,1.1,0.2,0.4
Jujhar Khaira,JUJHAR.KHAIRA,8476915,17-18,EDM,L,L,1994-08-13,23,2012,3,63,69,1.8,1.5,-0.2,0.8,0,-0.4,1.6,2.4,-0.4,3.5,0.7,1.3
Jujhar Khaira,JUJHAR.KHAIRA,8476915,18-19,EDM,L,L,1994-08-13,24,2012,3,63,60,-3.9,2.2,-0.3,-0.4,-0.3,-0.4,-4.2,1.8,-0.7,-3.1,-0.6,-1.1
Jujhar Khaira,JUJHAR.KHAIRA,8476915,19-20,EDM,L,L,1994-08-13,25,2012,3,63,64,-2.4,-0.1,0,2,-0.1,-0.1,-2.5,1.9,-0.2,-0.8,-0.1,-0.3
Jujhar Khaira,JUJHAR.KHAIRA,8476915,20-21,EDM,L,L,1994-08-13,26,2012,3,63,40,-1.8,-0.1,0,-1,0.2,-0.6,-1.7,-1.1,-0.5,-3.3,-0.6,-1.1
Jujhar Khaira,JUJHAR.KHAIRA,8476915,21-22,CHI,L,L,1994-08-13,27,2012,3,63,27,0.6,1.2,0,-1.7,0.3,-0.2,0.6,-0.5,0.1,0.2,0,0.1
Julian Melchiori,JULIAN.MELCHIORI,8475815,13-14,WPG,D,L,1991-12-06,21,2010,3,87,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Melchiori,JULIAN.MELCHIORI,8475815,15-16,WPG,D,L,1991-12-06,23,2010,3,87,11,-1.1,-0.8,0,0,0.3,0.2,-1.1,-0.7,0.6,-1.3,-0.2,-0.5
Julian Melchiori,JULIAN.MELCHIORI,8475815,16-17,WPG,D,L,1991-12-06,24,2010,3,87,18,-0.8,0.5,0,-0.2,0,-0.2,-0.8,0.3,-0.2,-0.7,-0.1,-0.2
Julien Brouillette,JULIEN.BROUILLETTE,8475567,13-14,WSH,D,L,1986-12-05,26,2005,NA,NA,10,-0.1,-0.6,0,0.1,0.4,0,-0.1,-0.5,0.4,-0.2,0,-0.1
Julien Brouillette,JULIEN.BROUILLETTE,8475567,14-15,WPG,D,L,1986-12-05,27,2005,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
Julien Gauthier,JULIEN.GAUTHIER,8479328,19-20,CAR/NYR,R,R,1997-10-15,21,2016,1,21,17,-0.6,0,0,0,-0.4,0.2,-0.6,0,-0.1,-0.7,-0.1,-0.2
Julien Gauthier,JULIEN.GAUTHIER,8479328,20-21,NYR,R,R,1997-10-15,22,2016,1,21,30,-0.8,0.1,0,0,-0.6,1.1,-0.9,0.1,0.4,-0.3,-0.1,-0.1
Julien Gauthier,JULIEN.GAUTHIER,8479328,21-22,NYR,R,R,1997-10-15,23,2016,1,21,40,-1.4,-0.6,-0.1,0,0.6,0.6,-1.5,-0.6,1.2,-0.9,-0.2,-0.3
Julius Honka,JULIUS.HONKA,8477945,16-17,DAL,D,R,1995-12-03,20,2014,1,14,16,-0.2,1.3,0.2,0,0.2,0.2,0,1.3,0.4,1.7,0.3,0.6
Julius Honka,JULIUS.HONKA,8477945,17-18,DAL,D,R,1995-12-03,21,2014,1,14,42,1,0.4,0.2,0,-0.4,0.2,1.1,0.5,-0.1,1.4,0.3,0.5
Julius Honka,JULIUS.HONKA,8477945,18-19,DAL,D,R,1995-12-03,22,2014,1,14,29,0.1,1.6,-0.1,-0.1,-0.1,0.2,0.1,1.5,0.1,1.6,0.3,0.6
Junior Lessard,JUNIOR.LESSARD,8471206,07-08,DAL/T.B,R,R,1980-05-26,27,1998,NA,NA,21,-0.9,-0.3,0,0,0.1,-0.3,-0.9,-0.3,-0.2,-1.4,-0.3,-0.5
Jussi Jokinen,JUSSI.JOKINEN,8469638,07-08,DAL/T.B,L,L,1983-04-01,24,2001,6,192,72,5.4,1.7,3,0,1.7,-1.4,8.5,1.7,0.3,10.5,1.9,3.7
Jussi Jokinen,JUSSI.JOKINEN,8469638,08-09,CAR/T.B,L,L,1983-04-01,25,2001,6,192,71,0.3,0.7,0.7,-0.1,0.9,-1,0.9,0.6,-0.1,1.3,0.2,0.5
Jussi Jokinen,JUSSI.JOKINEN,8469638,09-10,CAR,L,L,1983-04-01,26,2001,6,192,80,10.7,-2.5,6.4,0.2,1,-0.7,17.2,-2.3,0.2,15.1,2.7,5.3
Jussi Jokinen,JUSSI.JOKINEN,8469638,10-11,CAR,L,L,1983-04-01,27,2001,6,192,69,6.9,-0.9,3.1,0.8,1.5,1,10,-0.2,2.5,12.4,2.2,4.2
Jussi Jokinen,JUSSI.JOKINEN,8469638,11-12,CAR,L,L,1983-04-01,28,2001,6,192,79,0.6,-2.4,2.7,0.7,-0.6,-0.5,3.3,-1.7,-1,0.6,0.1,0.2
Jussi Jokinen,JUSSI.JOKINEN,8469638,12-13,CAR/PIT,L,L,1983-04-01,29,2001,6,192,43,4,0.8,1.6,0.1,-0.4,-0.4,5.5,0.9,-0.8,5.7,1.1,2
Jussi Jokinen,JUSSI.JOKINEN,8469638,13-14,PIT,L,L,1983-04-01,30,2001,6,192,81,11.6,2.6,2.5,0,1.7,-0.6,14.1,2.6,1,17.8,3.4,6.3
Jussi Jokinen,JUSSI.JOKINEN,8469638,14-15,FLA,L,L,1983-04-01,31,2001,6,192,81,1.6,2.2,-0.8,1.1,0.6,-1.5,0.8,3.2,-0.8,3.3,0.6,1.2
Jussi Jokinen,JUSSI.JOKINEN,8469638,15-16,FLA,L,L,1983-04-01,32,2001,6,192,81,10.3,5.5,2.2,-1.3,1,-1.3,12.5,4.2,-0.3,16.4,3.2,6.1
Jussi Jokinen,JUSSI.JOKINEN,8469638,16-17,FLA,L,L,1983-04-01,33,2001,6,192,69,3.3,-1.5,1.2,0.8,0.2,-0.9,4.5,-0.7,-0.8,3.1,0.6,1.1
Jussi Jokinen,JUSSI.JOKINEN,8469638,17-18,CBJ/EDM/L.A/VAN,L,L,1983-04-01,34,2001,6,192,60,1.7,2,0.1,0.7,0.6,-0.6,1.8,2.7,0.1,4.5,0.9,1.7
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,07-08,DET,L,L,1987-02-25,20,2005,2,42,2,0,0,0,0,-0.1,-0.1,0,0,-0.2,-0.2,0,-0.1
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,08-09,DET,L,L,1987-02-25,21,2005,2,42,2,0,0.1,0,0,0.1,-0.1,0,0.1,0,0.1,0,0
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,09-10,DET,L,L,1987-02-25,22,2005,2,42,50,-2,1.9,-0.5,0.3,-0.7,1.2,-2.5,2.1,0.5,0.1,0,0.1
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,10-11,DET,L,L,1987-02-25,23,2005,2,42,74,1.7,3.2,-0.2,0.2,-1.4,1,1.5,3.4,-0.3,4.6,0.8,1.6
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,11-12,DET,L,L,1987-02-25,24,2005,2,42,81,0.5,-1.1,0,0.3,0.4,1.6,0.4,-0.8,2.1,1.7,0.3,0.6
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,12-13,DET,L,L,1987-02-25,25,2005,2,42,48,1.7,2.6,0.5,-1.4,0.4,0.5,2.1,1.1,0.9,4.2,0.8,1.4
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,13-14,DET,L,L,1987-02-25,26,2005,2,42,70,0.6,-0.2,-0.4,1.1,0.6,0.4,0.1,0.9,1,2,0.4,0.7
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,14-15,DET,L,L,1987-02-25,27,2005,2,42,71,6.1,6.4,4,0.6,-0.6,1.2,10.1,7,0.6,17.7,3.4,6.4
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,15-16,DET,L,L,1987-02-25,28,2005,2,42,82,1.7,-1.6,1.6,1.7,-1.2,-0.2,3.3,0.1,-1.3,2.1,0.4,0.8
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,16-17,DET,L,L,1987-02-25,29,2005,2,42,64,-2.8,-2.3,2.2,1.1,1,1.8,-0.7,-1.2,2.8,0.9,0.2,0.3
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,17-18,DET,L,L,1987-02-25,30,2005,2,42,75,2.9,-2.4,0.9,0.8,-1.1,-0.4,3.9,-1.7,-1.5,0.7,0.1,0.3
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,18-19,DET,L,L,1987-02-25,31,2005,2,42,71,-5.7,-3.8,0.2,1.5,0.5,-0.4,-5.6,-2.4,0.1,-7.8,-1.5,-2.7
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,19-20,DET,L,L,1987-02-25,32,2005,2,42,49,-2.6,0.2,-0.3,0,-0.6,0.2,-2.9,0.2,-0.4,-3.1,-0.5,-1
Justin Auger,JUSTIN.AUGER,8477428,17-18,L.A,R,R,1994-05-14,23,2013,4,103,2,0,-0.1,0,0,0,0.1,0,-0.1,0.2,0.1,0,0
Justin Bailey,JUSTIN.BAILEY,8477473,15-16,BUF,R,R,1995-07-01,20,2013,2,52,8,0,0.4,0,0,-0.1,0,0,0.4,-0.2,0.3,0.1,0.1
Justin Bailey,JUSTIN.BAILEY,8477473,16-17,BUF,R,R,1995-07-01,21,2013,2,52,32,-0.9,-1.6,0,0,0.6,0.8,-0.9,-1.6,1.3,-1.2,-0.2,-0.4
Justin Bailey,JUSTIN.BAILEY,8477473,17-18,BUF,R,R,1995-07-01,22,2013,2,52,12,1.5,0.1,0,0.2,0.1,0,1.5,0.3,0.1,1.9,0.4,0.7
Justin Bailey,JUSTIN.BAILEY,8477473,18-19,PHI,R,R,1995-07-01,23,2013,2,52,11,-0.4,-0.3,0,0,-0.1,0,-0.4,-0.3,0,-0.6,-0.1,-0.2
Justin Bailey,JUSTIN.BAILEY,8477473,19-20,VAN,R,R,1995-07-01,24,2013,2,52,2,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0.1
Justin Bailey,JUSTIN.BAILEY,8477473,20-21,VAN,R,R,1995-07-01,25,2013,2,52,3,0,0.1,0,0,-0.1,0,0,0.1,-0.2,-0.1,0,0
Justin Bailey,JUSTIN.BAILEY,8477473,21-22,VAN,R,R,1995-07-01,26,2013,2,52,14,-1.3,-1.5,0,0.5,-0.4,0.2,-1.3,-1,-0.2,-2.5,-0.4,-0.8
Justin Barron,JUSTIN.BARRON,8482111,21-22,COL,D,R,2001-11-15,19,2020,1,25,2,0.3,0,0,0,0.1,0,0.3,0.1,0,0.3,0.1,0.1
Justin Braun,JUSTIN.BRAUN,8474027,10-11,S.J,D,R,1987-02-10,23,2007,7,201,28,-0.7,1.3,1.7,0.3,1,-0.5,1,1.7,0.5,3.2,0.6,1.1
Justin Braun,JUSTIN.BRAUN,8474027,11-12,S.J,D,R,1987-02-10,24,2007,7,201,66,1.3,5.6,1.9,-0.4,0.7,0.4,3.2,5.2,1.2,9.5,1.7,3.1
Justin Braun,JUSTIN.BRAUN,8474027,12-13,S.J,D,R,1987-02-10,25,2007,7,201,41,-2.7,0.6,-0.2,-0.5,1.3,0.6,-2.9,0.1,1.9,-0.9,-0.2,-0.3
Justin Braun,JUSTIN.BRAUN,8474027,13-14,S.J,D,R,1987-02-10,26,2007,7,201,82,2.8,4.3,0,0.3,2,0,2.8,4.5,2,9.3,1.8,3.3
Justin Braun,JUSTIN.BRAUN,8474027,14-15,S.J,D,R,1987-02-10,27,2007,7,201,70,-4.3,2.7,0.4,-1.2,0.3,0.7,-3.9,1.5,1,-1.4,-0.3,-0.5
Justin Braun,JUSTIN.BRAUN,8474027,15-16,S.J,D,R,1987-02-10,28,2007,7,201,80,-1.7,8.3,-0.1,-1.1,0.1,-0.2,-1.8,7.2,-0.1,5.3,1,2
Justin Braun,JUSTIN.BRAUN,8474027,16-17,S.J,D,R,1987-02-10,29,2007,7,201,81,-3.6,7.9,0,-1.8,1.1,-0.7,-3.7,6.1,0.4,2.8,0.5,1
Justin Braun,JUSTIN.BRAUN,8474027,17-18,S.J,D,R,1987-02-10,30,2007,7,201,81,-2.6,0.7,0,-0.5,1.3,0,-2.6,0.2,1.3,-1.2,-0.2,-0.5
Justin Braun,JUSTIN.BRAUN,8474027,18-19,S.J,D,R,1987-02-10,31,2007,7,201,78,-7,5.5,0,-2,0.6,-0.5,-7,3.6,0.1,-3.4,-0.6,-1.2
Justin Braun,JUSTIN.BRAUN,8474027,19-20,PHI,D,R,1987-02-10,32,2007,7,201,62,-1.4,4.6,0,1.4,0.8,-0.7,-1.5,6,0.2,4.7,0.8,1.6
Justin Braun,JUSTIN.BRAUN,8474027,20-21,PHI,D,R,1987-02-10,33,2007,7,201,53,0.2,1.8,0,0.8,0.3,-0.6,0.2,2.6,-0.3,2.5,0.5,0.8
Justin Braun,JUSTIN.BRAUN,8474027,21-22,PHI,D,R,1987-02-10,34,2007,7,201,52,-0.9,4.7,0,0.2,-0.3,-0.2,-0.9,4.9,-0.4,3.6,0.6,1.2
Justin Danforth,JUSTIN.DANFORTH,8479941,21-22,CBJ,R,R,1993-03-15,28,2011,NA,NA,18,0.6,1.3,0,0,0,0.3,0.6,1.3,0.4,2.2,0.4,0.8
Justin Dibenedetto,JUSTIN.DIBENEDETTO,8474731,10-11,NYI,C,L,1988-08-25,22,2008,6,175,8,-0.2,0,0,0,0,0.7,-0.2,0,0.7,0.5,0.1,0.2
Justin Dowling,JUSTIN.DOWLING,8475413,16-17,DAL,C,L,1990-10-01,25,2009,NA,NA,9,-0.5,0,0,0,0,-0.2,-0.5,0,-0.2,-0.7,-0.1,-0.2
Justin Dowling,JUSTIN.DOWLING,8475413,18-19,DAL,C,L,1990-10-01,27,2009,NA,NA,11,-0.3,1.3,0.1,0,0.3,-0.3,-0.1,1.3,0,1.2,0.2,0.4
Justin Dowling,JUSTIN.DOWLING,8475413,19-20,DAL,C,L,1990-10-01,28,2009,NA,NA,29,0.3,0.3,-0.3,0,0,-0.7,0,0.3,-0.7,-0.3,-0.1,-0.1
Justin Dowling,JUSTIN.DOWLING,8475413,20-21,DAL,C,L,1990-10-01,29,2009,NA,NA,27,-2.3,0.3,-0.1,0,0.3,-0.1,-2.3,0.3,0.2,-1.8,-0.3,-0.6
Justin Dowling,JUSTIN.DOWLING,8475413,21-22,VAN,C,L,1990-10-01,30,2009,NA,NA,22,-1.5,0.8,0.1,0.2,0.3,-0.3,-1.5,1,0,-0.4,-0.1,-0.1
Justin Falk,JUSTIN.FALK,8473992,09-10,MIN,D,L,1988-10-11,20,2007,4,110,3,0,-0.1,0,0,0.1,0,0,-0.1,0,-0.1,0,0
Justin Falk,JUSTIN.FALK,8473992,10-11,MIN,D,L,1988-10-11,21,2007,4,110,22,-0.6,-0.4,0,0.3,0.4,-0.2,-0.6,-0.2,0.3,-0.4,-0.1,-0.2
Justin Falk,JUSTIN.FALK,8473992,11-12,MIN,D,L,1988-10-11,22,2007,4,110,47,-4.2,-2.1,0.1,0.1,-0.9,0.6,-4.1,-2,-0.3,-6.3,-1.1,-2
Justin Falk,JUSTIN.FALK,8473992,12-13,MIN,D,L,1988-10-11,23,2007,4,110,36,0.6,0.9,0,1,0,0.4,0.6,1.9,0.4,2.8,0.5,1
Justin Falk,JUSTIN.FALK,8473992,13-14,NYR,D,L,1988-10-11,24,2007,4,110,21,-2.7,-0.1,0,0.4,-0.4,-0.1,-2.7,0.3,-0.4,-2.9,-0.5,-1
Justin Falk,JUSTIN.FALK,8473992,14-15,CBJ/MIN,D,L,1988-10-11,25,2007,4,110,18,0.2,-2.1,0,0.3,0.1,0,0.2,-1.8,0.1,-1.5,-0.3,-0.6
Justin Falk,JUSTIN.FALK,8473992,15-16,CBJ,D,L,1988-10-11,26,2007,4,110,24,1.5,-0.1,0,0.5,0.1,0.4,1.5,0.4,0.5,2.5,0.5,0.9
Justin Falk,JUSTIN.FALK,8473992,16-17,BUF,D,L,1988-10-11,27,2007,4,110,52,-1.2,2.1,0,-0.9,-0.5,-0.5,-1.2,1.2,-1,-1.1,-0.2,-0.4
Justin Falk,JUSTIN.FALK,8473992,17-18,BUF,D,L,1988-10-11,28,2007,4,110,46,-2.7,0.8,0,0.8,0.1,0.1,-2.7,1.5,0.2,-1,-0.2,-0.4
Justin Falk,JUSTIN.FALK,8473992,18-19,OTT,D,L,1988-10-11,29,2007,4,110,10,-0.6,0,0,-0.1,-0.1,-0.1,-0.6,-0.1,-0.2,-1,-0.2,-0.3
Justin Faulk,JUSTIN.FAULK,8475753,11-12,CAR,D,R,1992-03-20,19,2010,2,37,66,1.7,-1,2.8,0.6,1.5,-0.6,4.5,-0.4,0.8,4.9,0.9,1.6
Justin Faulk,JUSTIN.FAULK,8475753,12-13,CAR,D,R,1992-03-20,20,2010,2,37,38,2.5,0.3,-0.5,-2.4,1.4,-0.6,2,-2.1,0.9,0.7,0.1,0.3
Justin Faulk,JUSTIN.FAULK,8475753,13-14,CAR,D,R,1992-03-20,21,2010,2,37,76,0.8,-1.2,0.7,-3.4,1.1,-0.7,1.5,-4.6,0.4,-2.7,-0.5,-0.9
Justin Faulk,JUSTIN.FAULK,8475753,14-15,CAR,D,R,1992-03-20,22,2010,2,37,82,8.5,-4.4,3.2,0,1.7,-0.5,11.7,-4.4,1.2,8.5,1.6,3.1
Justin Faulk,JUSTIN.FAULK,8475753,15-16,CAR,D,R,1992-03-20,23,2010,2,37,64,3.1,-4.3,6.9,-1.5,1.1,-0.3,10,-5.8,0.8,5,1,1.9
Justin Faulk,JUSTIN.FAULK,8475753,16-17,CAR,D,R,1992-03-20,24,2010,2,37,75,11.8,0.7,1.2,0.7,1.7,0.1,13.1,1.4,1.7,16.2,3,5.9
Justin Faulk,JUSTIN.FAULK,8475753,17-18,CAR,D,R,1992-03-20,25,2010,2,37,76,3.4,1,2,0.4,0,0.4,5.4,1.4,0.4,7.2,1.4,2.7
Justin Faulk,JUSTIN.FAULK,8475753,18-19,CAR,D,R,1992-03-20,26,2010,2,37,82,-1.3,-3,4.2,-0.8,0.3,-1.3,2.9,-3.8,-1.1,-1.9,-0.4,-0.7
Justin Faulk,JUSTIN.FAULK,8475753,19-20,STL,D,R,1992-03-20,27,2010,2,37,69,1.5,0.1,-0.4,1.9,0.4,-1,1.2,2,-0.7,2.6,0.5,0.9
