"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Mathieu Joseph","MATHIEU.JOSEPH","8478472","20-21","T.B","R","L",1997-02-09,23,2015,4,120,56,612.22,53.36,47.04,48.34,48.68,46.52,2.77,2.42,25.28,28.45,35.57,38,46.13,48.62,2.1,2.42,0.35,-3.18,-2.44,-2.5,-0.31,10.95,91.5
"Mathieu Joseph","MATHIEU.JOSEPH","8478472","21-22","T.B","R","L",1997-02-09,24,2015,4,120,48,662.73,43.96,45.31,47.16,47.23,45.57,2.13,2.72,25.64,30.96,37.18,41.66,47.65,53.25,2.26,2.7,-0.59,-5.31,-4.48,-5.6,-0.44,8.31,91.22
"Mathieu Olivier","MATHIEU.OLIVIER","8479671","19-20","NSH","R","R",1997-02-11,22,2015,NA,NA,8,60.37,69.48,55.82,50.06,44.68,39.14,2.13,0.93,30.33,24.01,34.35,34.27,43.05,53.31,1.36,2.12,1.19,6.32,0.08,-10.26,-0.76,7.01,96.11
"Mathieu Olivier","MATHIEU.OLIVIER","8479671","20-21","NSH","R","R",1997-02-11,23,2015,NA,NA,30,327.62,44.73,48.62,48.83,45.42,46.94,1.66,2.05,24.94,26.35,33.85,35.47,43.56,52.35,1.76,1.99,-0.39,-1.41,-1.62,-8.79,-0.23,6.64,92.24
"Mathieu Olivier","MATHIEU.OLIVIER","8479671","21-22","NSH","R","R",1997-02-11,24,2015,NA,NA,8,85.82,21.5,36.45,43.99,42.88,29.85,0.74,2.71,17.05,29.73,28.6,36.41,39.37,52.44,1.26,2.96,-1.96,-12.68,-7.81,-13.07,-1.7,4.35,90.9
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","09-10","WSH","C","L",1988-01-05,21,2006,6,177,21,238.37,61.95,54.27,52.84,53.98,51.9,2.95,1.81,32.36,27.27,41.82,37.32,58.81,50.13,2.71,2.51,1.14,5.09,4.5,8.68,0.2,9.12,93.35
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","10-11","WSH","C","L",1988-01-05,22,2006,6,177,34,404.03,53.78,56.41,57.69,58.27,60.02,2.81,2.42,33.61,25.98,46.57,34.16,63.64,45.58,2.89,1.92,0.4,7.63,12.42,18.06,0.96,8.36,90.7
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","11-12","WSH","C","L",1988-01-05,23,2006,6,177,64,769.7,58.49,53.97,56.32,57.14,56.01,3.42,2.43,29.87,25.48,44.4,34.44,62.63,46.97,2.56,2.01,0.99,4.4,9.97,15.66,0.55,11.44,90.48
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","12-13","WSH","C","L",1988-01-05,24,2006,6,177,39,455.03,65.48,54.1,57.31,57.74,57.33,3.45,1.82,32.9,27.91,48.23,35.92,67.71,49.54,3,2.24,1.63,4.99,12.31,18.16,0.77,10.48,93.49
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","13-14","ANA","C","L",1988-01-05,25,2006,6,177,69,956.87,64.61,58.29,58.88,58.55,62.49,3.68,2.02,35.81,25.62,51.1,35.69,66.68,47.21,3.53,2.12,1.66,10.19,15.41,19.48,1.41,10.28,92.13
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","14-15","WPG","C","L",1988-01-05,26,2006,6,177,62,1006.92,64.26,63.43,63.09,64.45,66.02,3.32,1.85,36.77,21.2,51,29.84,70.36,38.81,3.7,1.91,1.47,15.58,21.16,31.55,1.8,9.04,91.28
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","15-16","WPG","C","L",1988-01-05,27,2006,6,177,71,1174.98,55.46,61.38,62.61,63.28,60.31,3.42,2.74,36.32,22.85,51.63,30.83,71.67,41.58,3.46,2.28,0.67,13.47,20.8,30.09,1.18,9.41,87.99
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","16-17","WPG","C","L",1988-01-05,28,2006,6,177,65,1058.75,56.03,57.54,59.17,58.7,59.5,4.18,3.28,37.06,27.34,50.95,35.15,65.26,45.91,3.57,2.43,0.9,9.72,15.8,19.35,1.14,11.28,88
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","17-18","WPG","C","L",1988-01-05,29,2006,6,177,70,1012.08,65.45,60.61,60.86,62.61,65.87,3.94,2.08,39.97,25.97,54.7,35.18,75.85,45.3,3.76,1.95,1.86,14,19.52,30.55,1.81,9.86,91.99
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","18-19","WPG","C","L",1988-01-05,30,2006,6,177,82,1003.03,58.31,56.16,55.16,55.67,55.65,2.98,2.13,32.74,25.56,45.15,36.7,62.51,49.78,2.62,2.09,0.85,7.18,8.45,12.73,0.53,9.09,91.67
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","19-20","WPG","C","L",1988-01-05,31,2006,6,177,49,642.25,47.73,52.01,51.68,52.85,50.58,2.3,2.52,32.57,30.05,43.03,40.23,57.82,51.59,2.54,2.48,-0.22,2.52,2.8,6.23,0.06,7.07,91.61
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","20-21","WPG","C","L",1988-01-05,32,2006,6,177,56,654.77,71.36,57.14,55.58,55.77,60.54,3.48,1.4,32.91,24.69,43.91,35.09,59.27,47.01,2.99,1.95,2.08,8.22,8.82,12.26,1.04,10.58,94.34
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","21-22","MTL","C","L",1988-01-05,33,2006,6,177,15,183.35,52.35,44.72,43.59,45.96,45.99,2.59,2.35,23.18,28.66,33.57,43.44,48.76,57.35,2.1,2.47,0.23,-5.48,-9.87,-8.58,-0.37,11.15,91.79
"Mathieu Roy","MATHIEU.ROY","8470804","07-08","EDM","D","R",1983-08-10,24,2003,7,215,13,135.07,44.61,51.14,48.63,48.73,60.31,2.54,3.15,27.5,26.27,34.48,36.43,47.56,50.04,2.4,1.58,-0.61,1.23,-1.94,-2.48,0.82,9.22,88.01
"Mathieu Roy","MATHIEU.ROY","8470804","09-10","CBJ","D","R",1983-08-10,26,2003,7,215,30,550.72,42.09,49.14,46.65,44.31,44.39,2.12,2.92,27.56,28.53,35.59,40.7,45.2,56.8,2.08,2.61,-0.8,-0.97,-5.11,-11.6,-0.53,7.69,89.78
"Mathieu Roy","MATHIEU.ROY","8470804","10-11","T.B","D","R",1983-08-10,27,2003,7,215,4,18.87,0,64.19,56,52.04,40.87,0,6.01,38.54,21.49,51.61,40.54,64.52,59.46,2.7,3.91,-6.01,17.04,11.07,5.06,-1.21,0,72.04
"Mathieu Roy","MATHIEU.ROY","8470804","12-13","T.B","D","R",1983-08-10,29,2003,7,215,1,14.12,0,31.34,39.78,41.42,21.17,0,4.29,21.37,46.83,33.65,50.95,46.95,66.42,1.23,4.59,-4.29,-25.45,-17.29,-19.46,-3.36,0,90.83
"Mathieu Schneider","MATHIEU.SCHNEIDER","8451224","07-08","ANA","D","L",1969-06-12,38,1987,3,44,65,1449.42,72.28,56.78,57.55,58.51,59.33,3.47,1.33,31.13,23.69,43.36,31.98,54.73,38.82,2.84,1.95,2.14,7.43,11.38,15.91,0.89,11.15,94.38
"Mathieu Schneider","MATHIEU.SCHNEIDER","8451224","08-09","ATL/MTL","D","L",1969-06-12,39,1987,3,44,67,1406.82,55.82,52.19,53.4,53.86,52.53,3.69,2.92,32.98,30.22,46.49,40.57,61.55,52.73,3.41,3.08,0.77,2.77,5.92,8.83,0.33,11.18,90.34
"Mathieu Schneider","MATHIEU.SCHNEIDER","8451224","09-10","ARI/VAN","D","L",1969-06-12,40,1987,3,44,25,425.8,66.32,58,59.64,61.78,59.88,2.94,1.49,34.18,24.75,48.6,32.89,65.84,40.72,2.77,1.85,1.45,9.43,15.71,25.11,0.91,8.6,93.96
"Mats Sundin","MATS.SUNDIN","8451774","07-08","TOR","C","R",1971-02-13,36,1989,1,1,74,1481.05,58.91,59.16,58.37,57.57,59.92,4.15,2.89,38.09,26.29,53.06,37.84,67.78,49.95,3.82,2.56,1.25,11.8,15.22,17.82,1.26,10.89,88.99
"Mats Sundin","MATS.SUNDIN","8451774","08-09","VAN","C","R",1971-02-13,37,1989,1,1,40,676.2,62.33,57.45,56.95,58.62,61.78,3.83,2.32,31.61,23.41,45.68,34.53,63.15,44.57,3.44,2.13,1.52,8.2,11.14,18.57,1.31,12.13,90.1
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","10-11","NYR","C","L",1987-09-01,23,2005,NA,NA,42,595.23,62.44,63.11,62.57,61.72,66.88,3.24,1.95,36.82,21.52,49.11,29.38,65.31,40.51,3.81,1.89,1.29,15.3,19.73,24.8,1.92,8.81,90.94
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","11-12","NYR","C","L",1987-09-01,24,2005,NA,NA,10,100.43,67.47,65.7,65.34,66.39,66.92,3.83,1.85,32.27,16.85,46.52,24.67,64.33,32.57,4.71,2.33,1.98,15.42,21.85,31.76,2.38,11.87,89.04
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","12-13","NYR","C","L",1987-09-01,25,2005,NA,NA,15,246.37,76.52,66.89,64.72,62.41,65.38,4.68,1.44,41.44,20.51,54.88,29.91,73.82,44.46,3.96,2.1,3.25,20.93,24.96,29.37,1.87,11.3,92.99
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","13-14","NYR","C","L",1987-09-01,26,2005,NA,NA,77,1319.75,64.6,58.17,58.01,59.5,59.79,3.37,1.85,35.16,25.29,47.94,34.71,65.61,44.67,3.39,2.28,1.53,9.88,13.24,20.94,1.11,9.6,92.69
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","14-15","NYR","C","L",1987-09-01,27,2005,NA,NA,78,1346.2,62.59,58.44,57.02,57.02,60,3.52,2.1,34.91,24.82,46.94,35.38,62.86,47.39,3.25,2.16,1.41,10.09,11.55,15.47,1.08,10.07,91.53
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","15-16","NYR","C","L",1987-09-01,28,2005,NA,NA,81,1496.6,60.52,56.2,56.52,55.66,57.41,3.83,2.5,33.58,26.18,47.07,36.21,63.37,50.49,3.42,2.54,1.33,7.41,10.86,12.88,0.88,11.39,90.47
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","16-17","NYR","C","L",1987-09-01,29,2005,NA,NA,80,1506.13,62.49,59.62,58.9,57.43,61.48,3.54,2.13,36.17,24.5,50,34.88,64.67,47.94,3.61,2.26,1.42,11.67,15.12,16.73,1.35,9.8,91.32
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","17-18","NYR","C","L",1987-09-01,30,2005,NA,NA,80,1513.93,53,51.37,52.11,50.69,54.62,3.28,2.91,33.2,31.43,45.95,42.24,59.31,57.7,3.62,3.01,0.37,1.77,3.71,1.61,0.61,9.89,90.73
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","18-19","DAL/NYR","C","L",1987-09-01,31,2005,NA,NA,48,952.87,50.73,50.15,51.43,51.36,52.18,3.81,3.7,32.14,31.94,44.8,42.3,58.18,55.08,3.37,3.08,0.11,0.2,2.5,3.09,0.28,11.85,88.42
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","19-20","MIN","C","L",1987-09-01,32,2005,NA,NA,65,1036.07,52.22,52.51,52.68,52.33,55.38,3.26,2.99,30.28,27.39,41.91,37.65,55.53,50.59,2.63,2.12,0.28,2.89,4.26,4.94,0.51,10.78,89.1
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","20-21","MIN","C","L",1987-09-01,33,2005,NA,NA,42,700.63,62.7,53.58,55.23,55.28,58.88,3.44,2.04,31.47,27.27,45.98,37.28,59.83,48.41,3.15,2.2,1.39,4.2,8.7,11.42,0.95,10.92,92.5
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","21-22","MIN","C/R","L",1987-09-01,34,2005,NA,NA,43,812.27,69.37,57.85,59.01,58.3,59.16,5.42,2.39,38.22,27.84,52.2,36.26,67.78,48.48,3.81,2.63,3.03,10.38,15.94,19.3,1.18,14.18,91.4
"Matt Anderson","MATT.ANDERSON","8473944","12-13","N.J","C","R",1982-10-31,29,2001,NA,NA,2,11.55,100,53.48,59.08,52.32,72.33,4.88,0,41.09,35.74,51.53,35.69,61.61,56.16,5.97,2.29,4.88,5.35,15.84,5.45,3.69,11.88,100
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","10-11","BOS","D","L",1988-06-04,22,2008,7,190,6,55.23,33.22,34.6,38.63,43.53,35.85,1.02,2.05,22.02,41.62,32.69,51.93,50.67,65.73,1.39,2.49,-1.03,-19.6,-19.24,-15.06,-1.1,4.64,95.07
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","11-12","BOS","D","L",1988-06-04,23,2008,7,190,3,18.38,0,58.43,51.67,45.91,56.8,0,6.56,28.73,20.44,44.36,41.49,47.5,55.95,2.32,1.76,-6.56,8.29,2.87,-8.45,0.55,0,67.89
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","12-13","BOS","D","L",1988-06-04,24,2008,7,190,11,148.32,51.15,50.87,51.12,56.78,48.45,2.08,1.98,30.85,29.8,43.69,41.77,65.48,49.83,2.53,2.69,0.09,1.05,1.92,15.64,-0.16,6.73,93.35
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","13-14","BOS","D","L",1988-06-04,25,2008,7,190,64,1250.32,55.09,49.25,49.67,50.88,50.09,2.74,2.23,30.26,31.19,41.41,41.96,55.75,53.82,2.39,2.38,0.51,-0.93,-0.55,1.93,0.01,9.04,92.85
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","14-15","BOS","D","L",1988-06-04,26,2008,7,190,47,796.23,40.07,47.15,48.08,48.75,46.28,1.79,2.67,27.16,30.45,38.26,41.31,49.4,51.93,1.9,2.21,-0.89,-3.28,-3.06,-2.53,-0.31,6.57,91.23
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","15-16","VAN","D","L",1988-06-04,27,2008,7,190,80,1489.48,38.55,41.24,41.26,43.45,37.63,1.92,3.06,25.91,36.92,35.27,50.22,47.59,61.94,2.03,3.37,-1.14,-11.01,-14.95,-14.35,-1.34,7.41,91.71
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","16-17","CGY","D","L",1988-06-04,28,2008,7,190,24,369.3,39.56,41.92,43.02,45.76,41.51,2.12,3.24,25.42,35.22,33.99,45.03,48.76,57.78,1.87,2.64,-1.12,-9.8,-11.04,-9.02,-0.77,8.34,90.8
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","17-18","CGY","D","L",1988-06-04,29,2008,7,190,18,240.22,40.47,41.69,41.59,43.64,37.07,1.74,2.56,25.92,36.25,36.66,51.49,50.45,65.16,1.85,3.14,-0.82,-10.33,-14.83,-14.71,-1.29,6.71,92.94
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","18-19","MIN","D","L",1988-06-04,30,2008,7,190,2,21.4,100,38.41,36.72,42.09,33.56,5.97,0,26.72,42.84,29.36,50.58,45.36,62.41,1.4,2.78,5.97,-16.12,-21.22,-17.05,-1.37,22.35,100
"Matt Bartkowski","MATT.BARTKOWSKI","8474749","20-21","MIN","D","L",1988-06-04,32,2008,7,190,1,13.03,0,31.64,28.85,25.81,8.33,0,8.84,21.83,47.15,30.81,75.98,30.3,87.08,0.51,5.57,-8.84,-25.33,-45.17,-56.78,-5.07,0,81.25
"Matt Beleskey","MATT.BELESKEY","8473492","08-09","ANA","L","L",1988-06-07,20,2006,4,112,2,22.32,47,53.13,57.44,50.8,55.71,2.53,2.85,12.77,11.26,22.72,16.83,35,33.9,1.05,0.83,-0.32,1.51,5.89,1.1,0.22,19.79,74.7
"Matt Beleskey","MATT.BELESKEY","8473492","09-10","ANA","L","L",1988-06-07,21,2006,4,112,60,839.4,39.02,45.66,43.79,43.52,39.64,1.91,2.98,28.71,34.17,38.1,48.9,47.6,61.78,2.06,3.13,-1.07,-5.46,-10.8,-14.18,-1.08,6.64,91.28
"Matt Beleskey","MATT.BELESKEY","8473492","10-11","ANA","L","L",1988-06-07,22,2006,4,112,35,454.4,40.95,39.58,40.15,40.48,38.79,2.4,3.46,25.78,39.35,36.09,53.79,47.01,69.13,2.19,3.46,-1.06,-13.57,-17.7,-22.12,-1.27,9.3,91.21
"Matt Beleskey","MATT.BELESKEY","8473492","11-12","ANA","L","L",1988-06-07,23,2006,4,112,70,718.55,48.95,45.23,45.81,46.13,44.44,2.09,2.17,25.34,30.68,36.15,42.76,48.55,56.69,1.88,2.35,-0.09,-5.35,-6.61,-8.14,-0.47,8.23,92.91
"Matt Beleskey","MATT.BELESKEY","8473492","12-13","ANA","L","L",1988-06-07,24,2006,4,112,42,504.68,54.01,49.65,46.86,45.94,48.42,2.37,2.02,25.77,26.13,36.91,41.86,50.36,59.26,2.25,2.4,0.35,-0.37,-4.94,-8.9,-0.15,9.2,92.28
"Matt Beleskey","MATT.BELESKEY","8473492","13-14","ANA","L","L",1988-06-07,25,2006,4,112,55,683.92,64.34,54.27,52.77,53.31,55.64,3.43,1.9,32.72,27.57,45.65,40.85,62.33,54.6,3,2.39,1.53,5.15,4.8,7.74,0.61,10.48,93.1
"Matt Beleskey","MATT.BELESKEY","8473492","14-15","ANA","L","L",1988-06-07,26,2006,4,112,65,941.03,59.97,55.5,56.99,57.29,59.13,3.36,2.24,31.86,25.55,47.82,36.09,64.13,47.82,2.97,2.05,1.12,6.31,11.73,16.32,0.92,10.54,91.22
"Matt Beleskey","MATT.BELESKEY","8473492","15-16","BOS","L","L",1988-06-07,27,2006,4,112,80,1268.55,57.07,53.76,52.77,53.72,51.05,2.99,2.25,33.58,28.89,46.29,41.43,62.51,53.84,2.65,2.54,0.74,4.69,4.86,8.67,0.11,8.9,92.22
"Matt Beleskey","MATT.BELESKEY","8473492","16-17","BOS","L","L",1988-06-07,28,2006,4,112,49,650.02,44.99,58.84,57.32,56.22,57.08,1.67,2.04,33.38,23.34,46.01,34.26,60.2,46.88,2.4,1.81,-0.37,10.03,11.75,13.32,0.6,5.01,91.25
"Matt Beleskey","MATT.BELESKEY","8473492","17-18","BOS/NYR","L","L",1988-06-07,29,2006,4,112,15,164.62,16.48,50.13,50.25,49.48,49.43,0.74,3.73,27.73,27.58,41.96,41.55,50.7,51.77,2.51,2.57,-3,0.15,0.42,-1.07,-0.06,2.66,86.47
"Matt Beleskey","MATT.BELESKEY","8473492","18-19","NYR","L","L",1988-06-07,30,2006,4,112,4,29.48,100,34.84,35.85,38.87,38.75,2.16,0,17.1,31.97,29.76,53.24,41.11,64.66,1.26,1.99,2.16,-14.88,-23.49,-23.55,-0.73,12.62,100
"Matt Benning","MATT.BENNING","8476988","16-17","EDM","D","R",1994-05-25,22,2012,6,175,62,1029.85,55,51.24,51.99,51.55,52.18,2.82,2.31,29.67,28.23,41.59,38.41,54.97,51.65,2.72,2.49,0.51,1.44,3.18,3.31,0.23,9.51,91.82
"Matt Benning","MATT.BENNING","8476988","17-18","EDM","D","R",1994-05-25,23,2012,6,175,73,1261.6,51.12,52.34,52.27,52.12,51.7,3.01,2.88,34.46,31.38,47.78,43.64,62.98,57.85,3.05,2.85,0.13,3.09,4.14,5.14,0.2,8.73,90.83
"Matt Benning","MATT.BENNING","8476988","18-19","EDM","D","R",1994-05-25,24,2012,6,175,70,1046.17,50.48,47.29,45.76,46.62,47.04,2.97,2.91,28.86,32.17,38.14,45.2,51.61,59.09,2.49,2.81,0.06,-3.31,-7.07,-7.48,-0.31,10.28,90.95
"Matt Benning","MATT.BENNING","8476988","19-20","EDM","D","R",1994-05-25,25,2012,6,175,43,568.77,60.42,49.66,48.19,47.13,47.89,2.6,1.71,26.71,27.08,36.19,38.92,47.9,53.73,2.23,2.43,0.9,-0.36,-2.72,-5.83,-0.2,9.75,93.7
"Matt Benning","MATT.BENNING","8476988","20-21","NSH","D","R",1994-05-25,26,2012,6,175,53,865.4,36.55,42.47,44.29,43.55,42.21,1.74,3.01,24.74,33.51,34.29,43.14,44.91,58.21,1.99,2.72,-1.28,-8.77,-8.84,-13.3,-0.73,7.01,91.01
"Matt Benning","MATT.BENNING","8476988","21-22","NSH","D","R",1994-05-25,27,2012,6,175,47,800.72,32.14,41.33,41.67,41.37,40.06,1.67,3.52,24.48,34.76,34.07,47.69,43.79,62.05,2.13,3.19,-1.85,-10.27,-13.63,-18.26,-1.06,6.81,89.87
"Matt Boldy","MATT.BOLDY","8481557","21-22","MIN","L","L",2001-04-05,20,2019,1,12,19,312.93,74.22,59.01,57.86,57.4,62.97,6.01,2.09,40.67,28.24,52.89,38.53,68.59,50.91,3.72,2.19,3.92,12.42,14.36,17.67,1.53,14.77,92.61
"Matt Bradley","MATT.BRADLEY","8465059","07-08","WSH","R","R",1978-06-13,29,1996,4,102,77,769.62,49.57,53.42,52.83,53.22,50.69,1.91,1.94,28.2,24.59,38.56,34.43,51.85,45.57,2.13,2.07,-0.03,3.61,4.13,6.28,0.06,6.78,92.09
"Matt Bradley","MATT.BRADLEY","8465059","08-09","WSH","R","R",1978-06-13,30,1996,4,102,81,859.35,43.84,47.63,48.27,49,45.3,1.47,1.88,26.25,28.86,36.87,39.51,51.44,53.54,1.92,2.32,-0.41,-2.61,-2.64,-2.1,-0.4,5.59,93.48
"Matt Bradley","MATT.BRADLEY","8465059","09-10","WSH","R","R",1978-06-13,31,1996,4,102,77,849.32,48.3,47.81,47.97,49.93,45.88,2.2,2.35,27.25,29.75,37.79,41,54.64,54.79,2.16,2.55,-0.15,-2.5,-3.2,-0.15,-0.39,8.07,92.09
"Matt Bradley","MATT.BRADLEY","8465059","10-11","WSH","R","R",1978-06-13,32,1996,4,102,60,628.45,45.62,51.65,50.93,48.78,50.02,1.81,2.15,26.79,25.08,35.68,34.37,48.59,51.03,2,2,-0.35,1.71,1.31,-2.43,0,6.74,91.42
"Matt Bradley","MATT.BRADLEY","8465059","11-12","FLA","R","R",1978-06-13,33,1996,4,102,45,489.32,46.23,42.45,39.99,40.38,39.36,1.72,2,23.2,31.46,28.83,43.27,40.38,59.61,1.44,2.21,-0.28,-8.25,-14.44,-19.23,-0.78,7.39,93.66
"Matt Calvert","MATT.CALVERT","8474685","10-11","CBJ","L","L",1989-12-24,20,2008,5,127,42,465.93,59.84,57.23,57.7,57.81,59.28,3.65,2.45,34.78,25.99,46.12,33.81,61.46,44.86,2.81,1.93,1.2,8.79,12.3,16.6,0.88,10.49,90.58
"Matt Calvert","MATT.CALVERT","8474685","11-12","CBJ","L","L",1989-12-24,21,2008,5,127,13,118.67,30.09,46.05,48.46,51.54,46.73,1.94,4.51,22.86,26.78,33.12,35.22,47.42,44.58,2.13,2.43,-2.57,-3.92,-2.1,2.84,-0.3,8.49,83.16
"Matt Calvert","MATT.CALVERT","8474685","12-13","CBJ","L","L",1989-12-24,22,2008,5,127,42,595.53,39.23,49.19,48.99,49.99,44.88,2.33,3.6,25.61,26.46,34.35,35.77,49.13,49.16,1.95,2.39,-1.28,-0.85,-1.42,-0.03,-0.44,9.08,86.38
"Matt Calvert","MATT.CALVERT","8474685","13-14","CBJ","L","L",1989-12-24,23,2008,5,127,56,901.75,50.12,51.15,52.79,53.27,54.55,2.42,2.41,30.31,28.95,42.57,38.07,57.32,50.27,2.6,2.17,0.01,1.36,4.5,7.04,0.43,7.98,91.68
"Matt Calvert","MATT.CALVERT","8474685","14-15","CBJ","L","L",1989-12-24,24,2008,5,127,56,895.65,50.45,45.6,45.22,45.65,45.96,2.39,2.35,27.3,32.57,36.42,44.12,47.42,56.44,2.33,2.74,0.04,-5.26,-7.7,-9.03,-0.41,8.76,92.79
"Matt Calvert","MATT.CALVERT","8474685","15-16","CBJ","L","L",1989-12-24,25,2008,5,127,73,1104.35,40.15,42.15,42.28,41.13,41.07,2.03,3.02,24.72,33.93,33.73,46.04,44.45,63.63,2.25,3.23,-0.99,-9.2,-12.31,-19.17,-0.98,8.21,91.09
"Matt Calvert","MATT.CALVERT","8474685","16-17","CBJ","L","L",1989-12-24,26,2008,5,127,65,867.57,39.97,43.23,42.08,42.14,41.08,2.07,3.11,24.93,32.74,34.29,47.18,45.22,62.08,2.36,3.38,-1.04,-7.81,-12.9,-16.87,-1.02,8.3,90.51
"Matt Calvert","MATT.CALVERT","8474685","17-18","CBJ","L","L",1989-12-24,27,2008,5,127,69,922.95,36.12,46.05,46.1,45.25,41.92,2.29,4.06,29.48,34.54,39.28,45.92,50.96,61.66,2.27,3.15,-1.76,-5.06,-6.64,-10.71,-0.88,7.78,88.26
"Matt Calvert","MATT.CALVERT","8474685","18-19","COL","L","L",1989-12-24,28,2008,5,127,82,1163.73,36.18,45.75,45.76,44.41,44.19,2.14,3.78,28.81,34.16,38.29,45.38,50.94,63.77,2.35,2.97,-1.64,-5.35,-7.1,-12.84,-0.62,7.44,88.93
"Matt Calvert","MATT.CALVERT","8474685","19-20","COL","L","L",1989-12-24,29,2008,5,127,50,704.53,50.48,49.02,48.32,48.63,45.54,2.95,2.9,32.12,33.4,41.17,44.04,55.61,58.73,2.55,3.05,0.06,-1.28,-2.87,-3.12,-0.5,9.2,91.33
"Matt Calvert","MATT.CALVERT","8474685","20-21","COL","L","L",1989-12-24,30,2008,5,127,18,248.58,31.29,45.76,46.99,49.21,49.56,0.99,2.17,25.14,29.8,34.35,38.76,50.69,52.31,2.32,2.36,-1.18,-4.66,-4.41,-1.62,-0.04,3.93,92.73
"Matt Campanale","MATT.CAMPANALE","8476208","10-11","NYI","D","L",1988-02-14,22,2006,NA,NA,1,8.35,0,25.02,26.57,27.44,24.05,0,0,22.2,66.54,29.25,80.84,36.5,96.5,1.37,4.31,0,-44.34,-51.59,-60,-2.95,0,100
"Matt Carey","MATT.CAREY","8477836","13-14","CHI","L","L",1992-02-28,21,2010,NA,NA,2,19.27,35.45,48.47,51.27,49.71,39.86,3.3,6.01,35.03,37.24,42.07,39.98,55.17,55.83,1.84,2.77,-2.71,-2.21,2.09,-0.65,-0.93,9.42,83.86
"Matt Carkner","MATT.CARKNER","8467931","08-09","OTT","D","R",1980-11-03,27,1999,2,58,1,4.13,0,48.26,31.39,22.57,33.33,0,0,14.09,15.11,14.09,30.8,13.8,47.36,1.31,2.62,0,-1.02,-16.71,-33.56,-1.31,0,100
"Matt Carkner","MATT.CARKNER","8467931","09-10","OTT","D","R",1980-11-03,28,1999,2,58,81,1369.8,41.79,47.21,46.93,45.57,45.02,2.17,3.03,26.63,29.78,36.24,40.98,47.92,57.23,2.14,2.62,-0.85,-3.15,-4.75,-9.31,-0.47,8.16,89.83
"Matt Carkner","MATT.CARKNER","8467931","10-11","OTT","D","R",1980-11-03,29,1999,2,58,50,744.2,37.97,45.87,46.75,45.83,46.65,1.79,2.93,26.02,30.71,36.06,41.07,47.04,55.6,2.35,2.69,-1.14,-4.69,-5.01,-8.56,-0.34,6.88,90.47
"Matt Carkner","MATT.CARKNER","8467931","11-12","OTT","D","R",1980-11-03,30,1999,2,58,29,345.35,40.96,42.29,43.71,45.64,32.83,2.13,3.07,26.16,35.69,36.31,46.75,53.36,63.56,1.43,2.93,-0.94,-9.53,-10.45,-10.2,-1.5,8.14,91.4
"Matt Carkner","MATT.CARKNER","8467931","12-13","NYI","D","R",1980-11-03,31,1999,2,58,22,277,42.64,50.53,49.49,50.2,51.56,2.23,3,31.35,30.7,43.09,43.99,58.92,58.46,2.64,2.48,-0.77,0.66,-0.89,0.46,0.16,7.11,90.23
"Matt Carkner","MATT.CARKNER","8467931","13-14","NYI","D","R",1980-11-03,32,1999,2,58,53,635.47,34.98,50.24,48.72,48.25,46.67,1.59,2.95,33.07,32.75,43.09,45.36,57.45,61.63,2.51,2.87,-1.36,0.32,-2.26,-4.18,-0.36,4.8,90.98
