Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR/60,xEVD_GAR/60,xPPO_GAR/60,xSHD_GAR/60,xTake_GAR/60,xDraw_GAR/60,xOff_GAR/60,xDef_GAR/60,xPens_GAR/60,xGAR/60,xWAR/60,xSPAR/60
Joe Piskula,JOE.PISKULA,8473921,14-15,NSH,D,L,1984-07-05,30,2002,NA,NA,1,-0.089,0.332,0,0,-0.564,-0.062,-0.089,0.332,-0.626,-0.384,-0.073,-0.14
Joe Sakic,JOE.SAKIC,8451101,07-08,COL,C,L,1969-07-07,38,1987,1,15,44,0.149,-0.132,-0.04,-0.195,0.057,-0.06,0.097,-0.135,-0.003,-0.007,-0.001,-0.002
Joe Sakic,JOE.SAKIC,8451101,08-09,COL,C,L,1969-07-07,39,1987,1,15,15,0.085,-0.003,-1.154,0.339,0.061,0.039,-0.25,0.023,0.1,-0.113,-0.021,-0.04
Joe Snively,JOE.SNIVELY,8481441,21-22,WSH,C,L,1996-01-01,25,2014,NA,NA,12,0.205,-0.277,1.058,-0.026,0.065,-0.046,0.226,-0.277,0.018,-0.026,-0.005,-0.009
Joe Thornton,JOE.THORNTON,8466138,07-08,S.J,C,L,1979-07-02,28,1997,1,1,82,0.728,0.06,1.272,-0.452,0.116,0.038,0.855,0.043,0.154,1,0.181,0.348
Joe Thornton,JOE.THORNTON,8466138,08-09,S.J,C,L,1979-07-02,29,1997,1,1,82,0.604,0.013,1.305,2.005,0.069,0.095,0.74,0.045,0.164,0.915,0.166,0.319
Joe Thornton,JOE.THORNTON,8466138,09-10,S.J,C,L,1979-07-02,30,1997,1,1,78,0.415,-0.028,0.965,1.369,-0.014,0.064,0.518,0.057,0.05,0.582,0.105,0.203
Joe Thornton,JOE.THORNTON,8466138,10-11,S.J,C,L,1979-07-02,31,1997,1,1,80,0.244,0.1,1.549,0.022,0.046,-0.017,0.483,0.095,0.028,0.548,0.098,0.188
Joe Thornton,JOE.THORNTON,8466138,11-12,S.J,C,L,1979-07-02,32,1997,1,1,82,0.525,0.093,0.407,-0.187,0.074,0.052,0.505,0.075,0.126,0.652,0.114,0.211
Joe Thornton,JOE.THORNTON,8466138,12-13,S.J,C,L,1979-07-02,33,1997,1,1,48,0.224,0.082,0.386,1.046,0.047,-0.079,0.255,0.114,-0.031,0.302,0.056,0.104
Joe Thornton,JOE.THORNTON,8466138,13-14,S.J,C,L,1979-07-02,34,1997,1,1,82,0.581,0.171,0.535,-1.699,0.064,0.003,0.571,0.128,0.068,0.714,0.135,0.253
Joe Thornton,JOE.THORNTON,8466138,14-15,S.J,C,L,1979-07-02,35,1997,1,1,78,0.471,0.14,1.368,-1.12,0.036,-0.007,0.632,0.111,0.029,0.718,0.137,0.261
Joe Thornton,JOE.THORNTON,8466138,15-16,S.J,C,L,1979-07-02,36,1997,1,1,82,0.589,0.205,1.188,0.948,0.03,-0.024,0.71,0.207,0.006,0.853,0.165,0.316
Joe Thornton,JOE.THORNTON,8466138,16-17,S.J,C,L,1979-07-02,37,1997,1,1,79,0.23,0.158,0.295,0.704,0.02,0.04,0.243,0.159,0.06,0.418,0.079,0.152
Joe Thornton,JOE.THORNTON,8466138,17-18,S.J,C,L,1979-07-02,38,1997,1,1,47,0.103,-0.016,1.927,-0.026,0.071,0,0.462,-0.016,0.071,0.506,0.099,0.188
Joe Thornton,JOE.THORNTON,8466138,18-19,S.J,C,L,1979-07-02,39,1997,1,1,73,0.415,0.381,0.795,-0.026,0.058,-0.039,0.462,0.38,0.018,0.799,0.149,0.28
Joe Thornton,JOE.THORNTON,8466138,19-20,S.J,C,L,1979-07-02,40,1997,1,1,70,0.189,-0.019,0.792,-0.026,0.04,-0.04,0.27,-0.019,0,0.246,0.044,0.084
Joe Thornton,JOE.THORNTON,8466138,20-21,TOR,C,L,1979-07-02,41,1997,1,1,44,0.328,0.116,-0.067,-0.026,0.03,-0.03,0.273,0.116,0,0.366,0.066,0.122
Joe Thornton,JOE.THORNTON,8466138,21-22,FLA,C,L,1979-07-02,42,1997,1,1,24,0.178,-0.062,1.746,-0.026,0.015,-0.122,0.376,-0.062,-0.107,0.211,0.038,0.071
Joe Veleno,JOE.VELENO,8480813,20-21,DET,C,L,2000-01-13,20,2018,1,30,5,-0.225,-0.597,0.334,-0.026,-0.194,0.019,-0.163,-0.596,-0.175,-0.841,-0.151,-0.281
Joe Veleno,JOE.VELENO,8480813,21-22,DET,C,L,2000-01-13,21,2018,1,30,37,-0.202,-0.144,0.269,0.228,-0.007,-0.031,-0.195,-0.134,-0.038,-0.356,-0.064,-0.121
Joe Vitale,JOE.VITALE,8471856,10-11,PIT,C,R,1985-08-20,25,2005,7,195,9,0.09,0.631,-0.468,0.337,-0.192,-0.154,0.082,0.619,-0.346,0.343,0.061,0.117
Joe Vitale,JOE.VITALE,8471856,11-12,PIT,C,R,1985-08-20,26,2005,7,195,68,-0.378,0.225,0.048,0.292,0.01,0.112,-0.376,0.229,0.121,-0.003,-0.001,-0.001
Joe Vitale,JOE.VITALE,8471856,12-13,PIT,C,R,1985-08-20,27,2005,7,195,33,-0.065,-0.111,-0.042,0.974,-0.015,0.005,-0.065,-0.096,-0.011,-0.17,-0.032,-0.059
Joe Vitale,JOE.VITALE,8471856,13-14,PIT,C,R,1985-08-20,28,2005,7,195,53,-0.255,0.115,0.257,-0.464,-0.057,0.068,-0.253,0.081,0.011,-0.146,-0.028,-0.052
Joe Vitale,JOE.VITALE,8471856,14-15,ARI,C,R,1985-08-20,29,2005,7,195,70,-0.081,-0.217,-0.499,-1.021,-0.035,-0.028,-0.083,-0.373,-0.063,-0.5,-0.095,-0.182
Joe Vitale,JOE.VITALE,8471856,15-16,ARI,C,R,1985-08-20,30,2005,7,195,1,0.125,0.008,0,0,0.141,3.556,0.125,0.008,3.697,3.808,0.735,1.412
Joe Whitney,JOE.WHITNEY,8476227,13-14,N.J,R,L,1988-02-06,25,2006,NA,NA,1,0.057,-0.162,0,0,0.149,-0.138,0.057,-0.162,0.011,-0.094,-0.018,-0.033
Joe Whitney,JOE.WHITNEY,8476227,14-15,N.J,R,L,1988-02-06,26,2006,NA,NA,4,0.06,0.031,0,0,0.138,-0.127,0.06,0.031,0.011,0.101,0.019,0.037
Joel Armia,JOEL.ARMIA,8476469,14-15,BUF,R,R,1993-05-31,21,2011,1,16,1,0.125,-0.069,0,0,0.138,-0.127,0.125,-0.069,0.011,0.068,0.013,0.025
Joel Armia,JOEL.ARMIA,8476469,15-16,WPG,R,R,1993-05-31,22,2011,1,16,43,0.066,0.315,-0.294,-0.276,0.036,-0.017,0.049,0.295,0.019,0.345,0.067,0.128
Joel Armia,JOEL.ARMIA,8476469,16-17,WPG,R,R,1993-05-31,23,2011,1,16,57,-0.044,-0.315,-0.618,0.758,-0.003,0.052,-0.083,-0.176,0.049,-0.186,-0.035,-0.068
Joel Armia,JOEL.ARMIA,8476469,17-18,WPG,R,R,1993-05-31,24,2011,1,16,79,0.207,0.152,-0.704,-0.375,0.016,0.051,0.088,0.098,0.067,0.232,0.045,0.086
Joel Armia,JOEL.ARMIA,8476469,18-19,MTL,R,R,1993-05-31,25,2011,1,16,57,-0.123,0.018,0.155,1.086,0.054,0.017,-0.089,0.139,0.071,0.114,0.021,0.04
Joel Armia,JOEL.ARMIA,8476469,19-20,MTL,R,R,1993-05-31,26,2011,1,16,58,-0.04,-0.049,0.666,0.425,-0.024,0.124,0.052,0.003,0.1,0.149,0.026,0.051
Joel Armia,JOEL.ARMIA,8476469,20-21,MTL,R,R,1993-05-31,27,2011,1,16,41,0.277,-0.149,-0.646,-0.764,0.033,0.01,0.226,-0.216,0.043,0.04,0.007,0.013
Joel Armia,JOEL.ARMIA,8476469,21-22,MTL,R,R,1993-05-31,28,2011,1,16,37,-0.373,-0.306,-0.474,1.427,0.002,0.046,-0.378,-0.095,0.048,-0.371,-0.066,-0.126
Joel Edmundson,JOEL.EDMUNDSON,8476441,15-16,STL,D,L,1993-06-28,22,2011,2,46,67,-0.133,0.008,0.004,0.842,-0.068,0.041,-0.133,0.07,-0.028,-0.08,-0.015,-0.03
Joel Edmundson,JOEL.EDMUNDSON,8476441,16-17,STL,D,L,1993-06-28,23,2011,2,46,69,-0.098,-0.212,-0.087,0.683,-0.026,-0.025,-0.098,-0.118,-0.05,-0.253,-0.048,-0.092
Joel Edmundson,JOEL.EDMUNDSON,8476441,17-18,STL,D,L,1993-06-28,24,2011,2,46,69,0.124,-0.063,-0.227,-0.084,0,-0.005,0.118,-0.065,-0.005,0.036,0.007,0.013
Joel Edmundson,JOEL.EDMUNDSON,8476441,18-19,STL,D,L,1993-06-28,25,2011,2,46,64,-0.039,0.16,0.466,-0.572,-0.092,-0.013,-0.035,0.081,-0.105,-0.057,-0.011,-0.02
Joel Edmundson,JOEL.EDMUNDSON,8476441,19-20,CAR,D,L,1993-06-28,26,2011,2,46,68,0.197,-0.134,0.232,0.106,-0.066,0.032,0.197,-0.098,-0.034,0.035,0.006,0.012
Joel Edmundson,JOEL.EDMUNDSON,8476441,20-21,MTL,D,L,1993-06-28,27,2011,2,46,55,0.015,0.162,-0.194,-0.441,0.042,0,0.013,0.091,0.042,0.144,0.026,0.048
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,16-17,MIN,C,L,1997-01-29,19,2015,1,20,15,0.536,-0.172,-0.077,0.606,0.009,-0.053,0.531,-0.16,-0.043,0.319,0.06,0.116
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,17-18,MIN,C,L,1997-01-29,20,2015,1,20,75,-0.036,0.262,0.703,0.155,0.039,0.007,-0.029,0.253,0.046,0.267,0.052,0.1
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,18-19,MIN,C,L,1997-01-29,21,2015,1,20,58,0.042,0.179,-0.342,0.306,-0.013,0.079,0.037,0.192,0.066,0.287,0.053,0.101
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,19-20,MIN,C,L,1997-01-29,22,2015,1,20,62,-0.092,0.271,0.55,0.576,0.014,0.031,-0.087,0.31,0.044,0.27,0.048,0.092
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,20-21,MIN,C,L,1997-01-29,23,2015,1,20,56,0.744,0.295,-0.483,0.011,0.018,0.056,0.644,0.265,0.075,0.879,0.158,0.294
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,21-22,MIN,C,L,1997-01-29,24,2015,1,20,45,-0.14,0.185,2.685,-0.187,0.037,0.177,0.408,0.129,0.213,0.653,0.117,0.221
Joel Farabee,JOEL.FARABEE,8480797,19-20,PHI,L,L,2000-02-25,19,2018,1,14,52,-0.246,-0.058,-0.556,0.62,0.01,-0.049,-0.276,-0.043,-0.038,-0.343,-0.061,-0.117
Joel Farabee,JOEL.FARABEE,8480797,20-21,PHI,L,L,2000-02-25,20,2018,1,14,55,0.716,-0.2,0.814,0.138,0.032,0.008,0.73,-0.164,0.04,0.548,0.098,0.183
Joel Farabee,JOEL.FARABEE,8480797,21-22,PHI,L,L,2000-02-25,21,2018,1,14,34,0.518,-0.194,-0.733,-0.257,0.014,0.049,0.326,-0.2,0.063,0.186,0.033,0.063
Joel Hanley,JOEL.HANLEY,8477810,15-16,MTL,D,L,1991-06-08,24,2009,NA,NA,10,-0.249,0.12,-0.26,0.778,0.075,0.081,-0.249,0.158,0.156,0.071,0.014,0.026
Joel Hanley,JOEL.HANLEY,8477810,16-17,MTL,D,L,1991-06-08,25,2009,NA,NA,7,-0.297,0.483,0,0,-0.168,0.101,-0.297,0.483,-0.067,0.118,0.022,0.043
Joel Hanley,JOEL.HANLEY,8477810,17-18,ARI,D,L,1991-06-08,26,2009,NA,NA,5,0.375,0.301,0,0,0.13,-0.06,0.375,0.301,0.07,0.736,0.143,0.274
Joel Hanley,JOEL.HANLEY,8477810,18-19,DAL,D,L,1991-06-08,27,2009,NA,NA,16,0.107,0.738,-0.133,0.653,0.082,0.044,0.104,0.736,0.126,0.944,0.176,0.331
Joel Hanley,JOEL.HANLEY,8477810,19-20,DAL,D,L,1991-06-08,28,2009,NA,NA,8,-0.004,0.455,0.391,0.96,-0.015,-0.059,-0.003,0.464,-0.075,0.382,0.068,0.131
Joel Hanley,JOEL.HANLEY,8477810,20-21,DAL,D,L,1991-06-08,29,2009,NA,NA,35,0.013,0.448,0.391,0.717,0.082,0.044,0.014,0.457,0.126,0.593,0.106,0.198
Joel Hanley,JOEL.HANLEY,8477810,21-22,DAL,D,L,1991-06-08,30,2009,NA,NA,22,0.004,0.14,0.391,0.002,0.077,-0.061,0.005,0.137,0.016,0.157,0.028,0.053
Joel Kellman,JOEL.KELLMAN,8481516,19-20,S.J,C,L,1994-05-25,25,2012,NA,NA,31,-0.077,0.406,-0.506,-0.09,0.07,-0.034,-0.079,0.368,0.036,0.329,0.059,0.112
Joel Kellman,JOEL.KELLMAN,8481516,20-21,S.J,C,L,1994-05-25,26,2012,NA,NA,7,0.567,-0.428,0.462,0.896,-0.282,0.008,0.567,-0.35,-0.274,-0.091,-0.016,-0.03
Joel Kiviranta,JOEL.KIVIRANTA,8481641,19-20,DAL,L,L,1996-03-23,23,2014,NA,NA,11,0.137,0.39,0.462,0.503,-0.054,-0.124,0.138,0.392,-0.178,0.345,0.061,0.118
Joel Kiviranta,JOEL.KIVIRANTA,8481641,20-21,DAL,L,L,1996-03-23,24,2014,NA,NA,26,0.269,-0.182,0.527,-0.026,0.022,-0.054,0.287,-0.182,-0.032,0.085,0.015,0.029
Joel Kiviranta,JOEL.KIVIRANTA,8481641,21-22,DAL,L,L,1996-03-23,25,2014,NA,NA,42,-0.342,0.316,0.462,0.215,-0.01,-0.013,-0.34,0.315,-0.023,-0.047,-0.008,-0.016
Joel Kwiatkowski,JOEL.KWIATKOWSKI,8465168,07-08,ATL,D,L,1977-03-22,30,1996,8,194,18,-0.029,0.179,0.925,-0.044,-0.227,-0.045,-0.008,0.172,-0.272,-0.112,-0.02,-0.039
Joel L'Esperance,JOEL.L'ESPERANCE,8480769,18-19,DAL,R,R,1995-08-18,23,2013,NA,NA,18,-0.297,0.111,1.178,0,-0.016,-0.081,-0.141,0.111,-0.097,-0.138,-0.026,-0.049
Joel L'Esperance,JOEL.L'ESPERANCE,8480769,19-20,DAL,R,R,1995-08-18,24,2013,NA,NA,3,0.44,-0.212,-0.188,0,-0.448,-0.124,0.342,-0.212,-0.573,-0.41,-0.073,-0.14
Joel L'Esperance,JOEL.L'ESPERANCE,8480769,20-21,DAL,R,R,1995-08-18,25,2013,NA,NA,12,0.618,0.147,-0.663,0,0.13,-0.12,0.502,0.147,0.009,0.639,0.115,0.214
Joel Lundqvist,JOEL.LUNDQVIST,8468548,07-08,DAL,C,L,1982-03-02,25,2000,3,68,55,-0.076,0.174,0.335,0.004,-0.023,-0.12,-0.056,0.168,-0.143,-0.038,-0.007,-0.013
Joel Lundqvist,JOEL.LUNDQVIST,8468548,08-09,DAL,C,L,1982-03-02,26,2000,3,68,43,-0.522,0.189,0.192,0.782,-0.032,-0.052,-0.509,0.231,-0.084,-0.331,-0.06,-0.115
Joel Perrault,JOEL.PERRAULT,8469584,07-08,ARI,C,R,1983-04-06,24,2001,5,137,49,0.017,-0.107,0.879,0.387,-0.05,-0.04,0.145,-0.099,-0.09,-0.032,-0.006,-0.011
Joel Perrault,JOEL.PERRAULT,8469584,08-09,ARI,C,R,1983-04-06,25,2001,5,137,7,0.283,0.406,-0.205,0.025,-0.064,-0.078,0.238,0.4,-0.141,0.446,0.081,0.155
Joel Perrault,JOEL.PERRAULT,8469584,09-10,ARI,C,R,1983-04-06,26,2001,5,137,2,0.887,-0.386,-0.232,0,0.165,-0.162,0.713,-0.386,0.003,0.391,0.071,0.136
Joel Perrault,JOEL.PERRAULT,8469584,10-11,VAN,C,R,1983-04-06,27,2001,5,137,7,-0.048,-0.085,-0.047,0,0.16,-0.154,-0.048,-0.085,0.006,-0.122,-0.022,-0.042
Joel Persson,JOEL.PERSSON,8480940,19-20,EDM,D,R,1994-03-04,25,2012,NA,NA,13,-0.243,-0.028,0.015,0.01,0.068,-0.059,-0.238,-0.027,0.009,-0.255,-0.045,-0.087
Joel Rechlicz,JOEL.RECHLICZ,8474383,08-09,NYI,R,R,1987-06-14,21,2005,NA,NA,17,-0.709,-0.485,0,0,-0.854,-0.044,-0.709,-0.485,-0.899,-2.078,-0.376,-0.724
Joel Rechlicz,JOEL.RECHLICZ,8474383,09-10,NYI,R,R,1987-06-14,22,2005,NA,NA,6,0.154,-0.194,0,0,-0.545,-0.162,0.154,-0.194,-0.707,-0.746,-0.135,-0.26
Joel Rechlicz,JOEL.RECHLICZ,8474383,11-12,WSH,R,R,1987-06-14,24,2005,NA,NA,3,0.13,0.094,0,0,0.155,-0.137,0.13,0.094,0.018,0.242,0.042,0.078
Joel Vermin,JOEL.VERMIN,8477326,15-16,T.B,R,L,1992-02-05,23,2013,7,186,6,-0.284,0.325,-0.052,0,0.141,-0.131,-0.263,0.325,0.01,0.043,0.008,0.016
Joel Vermin,JOEL.VERMIN,8477326,16-17,T.B,R,L,1992-02-05,24,2013,7,186,18,-0.199,-0.064,-0.214,-0.143,0.082,0.058,-0.199,-0.07,0.14,-0.111,-0.021,-0.04
Joel Ward,JOEL.WARD,8468208,08-09,NSH,R,R,1980-12-02,27,1999,NA,NA,79,0.236,0.067,0.105,0.714,0.059,-0.006,0.225,0.167,0.053,0.393,0.071,0.137
Joel Ward,JOEL.WARD,8468208,09-10,NSH,R,R,1980-12-02,28,1999,NA,NA,71,-0.113,0.135,0.855,-0.325,0.095,0.068,-0.044,0.08,0.162,0.197,0.036,0.069
Joel Ward,JOEL.WARD,8468208,10-11,NSH,R,R,1980-12-02,29,1999,NA,NA,80,-0.038,0.191,0.837,1.325,-0.005,-0.007,0.05,0.329,-0.012,0.327,0.058,0.112
Joel Ward,JOEL.WARD,8468208,11-12,WSH,R,R,1980-12-02,30,1999,NA,NA,73,-0.014,0.149,-0.025,0.325,0.038,-0.009,-0.014,0.158,0.028,0.168,0.029,0.054
Joel Ward,JOEL.WARD,8468208,12-13,WSH,R,R,1980-12-02,31,1999,NA,NA,39,0.169,0.265,0.103,-0.409,0.037,-0.007,0.16,0.2,0.03,0.345,0.064,0.119
Joel Ward,JOEL.WARD,8468208,13-14,WSH,R,R,1980-12-02,32,1999,NA,NA,82,0.468,0.038,0.985,-0.033,0.023,0.006,0.531,0.028,0.029,0.519,0.098,0.184
Joel Ward,JOEL.WARD,8468208,14-15,WSH,R,R,1980-12-02,33,1999,NA,NA,82,0.215,0.232,1.298,0.443,0.033,0.023,0.326,0.256,0.055,0.561,0.107,0.204
Joel Ward,JOEL.WARD,8468208,15-16,S.J,R,R,1980-12-02,34,1999,NA,NA,79,0.247,0.226,0.723,-0.135,0.027,-0.063,0.311,0.193,-0.036,0.406,0.078,0.15
Joel Ward,JOEL.WARD,8468208,16-17,S.J,R,R,1980-12-02,35,1999,NA,NA,78,-0.016,-0.141,-0.772,-0.525,0.033,-0.049,-0.081,-0.178,-0.017,-0.248,-0.047,-0.091
Joel Ward,JOEL.WARD,8468208,17-18,S.J,R,R,1980-12-02,36,1999,NA,NA,52,-0.317,0.028,-0.392,-0.095,-0.031,0.015,-0.319,0.016,-0.016,-0.285,-0.055,-0.106
Joey Anderson,JOEY.ANDERSON,8479315,18-19,N.J,R,R,1998-06-19,20,2016,3,73,34,0.028,-0.027,-0.335,-0.676,0.059,-0.074,0.022,-0.092,-0.015,-0.085,-0.016,-0.03
Joey Anderson,JOEY.ANDERSON,8479315,19-20,N.J,R,R,1998-06-19,21,2016,3,73,18,0.633,0.511,-0.02,0.22,0.09,-0.07,0.628,0.466,0.02,0.993,0.177,0.339
Joey Anderson,JOEY.ANDERSON,8479315,20-21,TOR,R,R,1998-06-19,22,2016,3,73,1,-0.022,-0.044,0,0,-0.87,-0.12,-0.022,-0.044,-0.991,-1.056,-0.19,-0.353
Joey Anderson,JOEY.ANDERSON,8479315,21-22,TOR,R,R,1998-06-19,23,2016,3,73,4,0.503,-0.121,0,0,0.134,0.246,0.503,-0.121,0.379,0.758,0.136,0.257
Joey Crabb,JOEY.CRABB,8470156,08-09,ATL,R,R,1983-04-03,25,2002,7,226,29,0.32,-0.188,-0.446,1.26,-0.04,-0.02,0.308,0.073,-0.06,0.264,0.048,0.092
Joey Crabb,JOEY.CRABB,8470156,10-11,TOR,R,R,1983-04-03,27,2002,7,226,48,-0.017,0.034,-0.255,0.824,-0.054,-0.087,-0.033,0.087,-0.141,-0.09,-0.016,-0.031
Joey Crabb,JOEY.CRABB,8470156,11-12,TOR,R,R,1983-04-03,28,2002,7,226,67,0.266,0.127,-0.029,-0.805,0.049,0.003,0.263,0.017,0.053,0.3,0.052,0.097
Joey Crabb,JOEY.CRABB,8470156,12-13,WSH,R,R,1983-04-03,29,2002,7,226,26,-0.121,-0.074,0.462,-0.65,-0.031,-0.054,-0.118,-0.138,-0.085,-0.327,-0.061,-0.113
Joey Crabb,JOEY.CRABB,8470156,13-14,FLA,R,R,1983-04-03,30,2002,7,226,9,-0.527,0.34,0.117,-1.306,0.05,0.024,-0.516,0.121,0.073,-0.251,-0.048,-0.089
Joey Hishon,JOEY.HISHON,8475767,14-15,COL,C,L,1991-10-20,22,2010,1,17,13,0.093,0.273,-0.227,-0.026,0.138,0.119,0.063,0.273,0.257,0.566,0.108,0.205
Joey Keane,JOEY.KEANE,8480466,20-21,CAR,D,R,1999-07-02,21,2018,3,88,1,0.132,0.091,-0.048,0,0.126,0.478,0.108,0.091,0.604,0.789,0.142,0.264
Joey Keane,JOEY.KEANE,8480466,21-22,CAR,D,R,1999-07-02,22,2018,3,88,1,-0.013,0.107,0,0,-0.644,-0.061,-0.013,0.107,-0.705,-0.611,-0.109,-0.207
Joey Mormina,JOEY.MORMINA,8470208,07-08,CAR,D,L,1982-06-29,25,2002,6,193,1,-0.082,0.207,0,0,0.185,-0.079,-0.082,0.207,0.106,0.231,0.042,0.08
Joffrey Lupul,JOFFREY.LUPUL,8470207,07-08,PHI,R,R,1983-09-23,23,2002,1,7,56,0.294,-0.342,0.358,-0.469,0.049,0.013,0.308,-0.354,0.061,0.064,0.012,0.022
Joffrey Lupul,JOFFREY.LUPUL,8470207,08-09,PHI,R,R,1983-09-23,24,2002,1,7,79,0.336,-0.21,0.263,-0.443,0.004,-0.007,0.325,-0.215,-0.003,0.132,0.024,0.046
Joffrey Lupul,JOFFREY.LUPUL,8470207,09-10,ANA,R,R,1983-09-23,25,2002,1,7,23,1.168,0.014,-0.989,-0.199,-0.121,0.049,0.867,0.001,-0.072,0.742,0.134,0.258
Joffrey Lupul,JOFFREY.LUPUL,8470207,10-11,ANA/TOR,R,R,1983-09-23,26,2002,1,7,54,0.357,-0.359,0.463,-0.026,0.047,0.045,0.377,-0.359,0.092,0.175,0.031,0.06
Joffrey Lupul,JOFFREY.LUPUL,8470207,11-12,TOR,R,R,1983-09-23,27,2002,1,7,66,0.523,-0.389,0.755,-0.026,-0.01,0.057,0.564,-0.389,0.046,0.285,0.05,0.092
Joffrey Lupul,JOFFREY.LUPUL,8470207,12-13,TOR,R,R,1983-09-23,28,2002,1,7,16,1.843,-0.139,1.95,0,-0.099,0.111,1.86,-0.139,0.012,1.709,0.317,0.588
Joffrey Lupul,JOFFREY.LUPUL,8470207,13-14,TOR,R,R,1983-09-23,29,2002,1,7,69,0.082,-0.239,0.32,0.133,0.07,0.035,0.114,-0.238,0.104,0.014,0.003,0.005
Joffrey Lupul,JOFFREY.LUPUL,8470207,14-15,TOR,R,R,1983-09-23,30,2002,1,7,55,0.387,-0.396,-0.102,0.274,-0.033,-0.024,0.318,-0.395,-0.057,-0.079,-0.015,-0.029
Joffrey Lupul,JOFFREY.LUPUL,8470207,15-16,TOR,R,R,1983-09-23,31,2002,1,7,46,0.127,-0.2,0.086,-0.026,0.046,0.033,0.12,-0.2,0.079,0.034,0.006,0.012
Johan Franzen,JOHAN.FRANZEN,8471309,07-08,DET,C,L,1979-12-23,27,2004,3,97,72,0.092,0.211,2.252,0.75,0.007,-0.008,0.452,0.281,-0.001,0.631,0.114,0.22
Johan Franzen,JOHAN.FRANZEN,8471309,08-09,DET,C,L,1979-12-23,28,2004,3,97,70,0.927,0.398,1.058,0.045,0.048,-0.051,0.948,0.379,-0.003,1.202,0.218,0.419
Johan Franzen,JOHAN.FRANZEN,8471309,09-10,DET,C,L,1979-12-23,29,2004,3,97,27,0.007,0.285,2.713,0.728,0.038,-0.055,0.438,0.287,-0.016,0.651,0.118,0.227
Johan Franzen,JOHAN.FRANZEN,8471309,10-11,DET,C,L,1979-12-23,30,2004,3,97,76,0.292,0.059,0.969,0.433,-0.014,-0.051,0.403,0.06,-0.065,0.38,0.068,0.13
Johan Franzen,JOHAN.FRANZEN,8471309,11-12,DET,C,L,1979-12-23,31,2004,3,97,77,0.538,0.197,1.486,0.304,0.017,-0.04,0.698,0.197,-0.023,0.821,0.143,0.265
Johan Franzen,JOHAN.FRANZEN,8471309,12-13,DET,C,L,1979-12-23,32,2004,3,97,41,0.184,0.083,0.724,0.142,0.076,-0.012,0.291,0.085,0.064,0.412,0.077,0.142
Johan Franzen,JOHAN.FRANZEN,8471309,13-14,DET,C,L,1979-12-23,33,2004,3,97,54,0.189,0.01,0.914,0.29,-0.014,-0.041,0.314,0.016,-0.055,0.258,0.049,0.092
Johan Franzen,JOHAN.FRANZEN,8471309,14-15,DET,C,L,1979-12-23,34,2004,3,97,33,0.007,-0.103,0.571,-0.026,-0.106,0.064,0.123,-0.103,-0.042,-0.002,0,-0.001
Johan Franzen,JOHAN.FRANZEN,8471309,15-16,DET,C,L,1979-12-23,35,2004,3,97,2,0.017,0.124,-0.166,0,-0.262,0.312,0.008,0.124,0.05,0.176,0.034,0.065
Johan Harju,JOHAN.HARJU,8474085,10-11,T.B,L,L,1986-05-15,24,2007,6,167,10,-0.038,0.203,-0.676,0,0.037,-0.018,-0.139,0.203,0.019,0.051,0.009,0.017
Johan Larsson,JOHAN.LARSSON,8475728,12-13,MIN,L,L,1992-07-25,20,2010,2,56,1,0.115,-0.359,0,0,0.149,-0.139,0.115,-0.359,0.01,-0.231,-0.043,-0.08
Johan Larsson,JOHAN.LARSSON,8475728,13-14,BUF,L,L,1992-07-25,21,2010,2,56,28,-0.314,0.251,-0.105,-0.063,-0.079,-0.022,-0.31,0.226,-0.101,-0.164,-0.031,-0.058
Johan Larsson,JOHAN.LARSSON,8475728,14-15,BUF,L,L,1992-07-25,22,2010,2,56,39,0.316,0.306,0.439,-1.195,0.019,0.06,0.327,0.295,0.079,0.66,0.126,0.24
Johan Larsson,JOHAN.LARSSON,8475728,15-16,BUF,L,L,1992-07-25,23,2010,2,56,74,0.065,-0.046,-0.638,-0.438,0.054,0.001,0.018,-0.055,0.055,0.021,0.004,0.008
Johan Larsson,JOHAN.LARSSON,8475728,16-17,BUF,L,L,1992-07-25,24,2010,2,56,36,0.191,0.084,0.201,-2.358,-0.012,-0.021,0.191,-0.098,-0.033,0.048,0.009,0.018
Johan Larsson,JOHAN.LARSSON,8475728,17-18,BUF,L,L,1992-07-25,25,2010,2,56,80,-0.486,0.004,-0.313,-0.078,-0.083,0.021,-0.485,-0.008,-0.062,-0.477,-0.093,-0.178
Johan Larsson,JOHAN.LARSSON,8475728,18-19,BUF,L,L,1992-07-25,26,2010,2,56,73,-0.02,0.265,-0.596,0.199,-0.001,-0.011,-0.023,0.254,-0.012,0.219,0.041,0.077
Johan Larsson,JOHAN.LARSSON,8475728,19-20,BUF,L,L,1992-07-25,27,2010,2,56,62,0.136,0.273,-0.26,-0.11,0.002,-0.041,0.134,0.221,-0.039,0.29,0.052,0.099
